Name;Age;Points;Date;Rank;Birth_date;Turned_Pro;Weight;Height;Nationality;Birth_Country;Birth_City;Backhand;Strong_Hand
Gael Monfils;35;1615;2022-07-18;20;1986-09-01;2004;85;193;France;France;Paris;Two_Handed;Right_Handed
Denis Shapovalov;23;1573;2022-07-18;21;1999-04-15;2017;75;185;Canada;Israel;Tel Aviv;One_Handed;Left_Handed
John Isner;37;1558;2022-07-18;22;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
Pablo Carreno Busta;31;1510;2022-07-18;23;1991-07-12;2009;78;188;Espagne;Spain;Gijon;Two_Handed;Right_Handed
Alex de Minaur;23;1460;2022-07-18;24;1999-02-17;2015;69;183;Australie;Australia;Sydney;Two_Handed;Right_Handed
Botic van de Zandschulp;26;1455;2022-07-18;25;1995-10-04;2016;85;191;Pays-Bas;Netherlands;Wageningen;Two_Handed;Right_Handed
Karen Khachanov;26;1440;2022-07-18;26;1996-05-21;2013;87;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Holger Rune;19;1412;2022-07-18;27;2003-04-29;2020;77;188;Danemark;Denmark;Gentofte;Two_Handed;Right_Handed
Nikoloz Basilashvili;30;1380;2022-07-18;28;1992-02-23;2008;79;185;Georgie;Georgia;Tbilisi;Two_Handed;Right_Handed
Frances Tiafoe;24;1349;2022-07-18;29;1998-01-20;2015;86;188;Etats-Unis;MD;Hyattsville;Two_Handed;Right_Handed
Francisco Cerundolo;23;1302;2022-07-18;30;1998-08-13;2018;80;185;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Daniil Medvedev;26;7775;2022-07-11;1;1996-02-11;2014;83;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Alexander Zverev;25;6850;2022-07-11;2;1997-04-20;2013;90;198;Allemagne;Germany;Hamburg;Two_Handed;Right_Handed
Rafael Nadal;36;6165;2022-07-11;3;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Stefanos Tsitsipas;23;5150;2022-07-11;4;1998-08-12;2016;90;193;Grece;Greece;Athens;One_Handed;Right_Handed
Casper Ruud;23;5050;2022-07-11;5;1998-12-22;2015;77;183;Norvege;Norway;Oslo;Two_Handed;Right_Handed
Carlos Alcaraz;19;4845;2022-07-11;6;2003-05-05;2018;74;183;Espagne;Murcia;El Palmar;Two_Handed;Right_Handed
Novak Djokovic;35;4770;2022-07-11;7;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Andrey Rublev;24;3700;2022-07-11;8;1997-10-20;2014;75;188;Russie;Russia;Moscow;Two_Handed;Right_Handed
Felix Auger-Aliassime;21;3445;2022-07-11;9;2000-08-08;2017;88;193;Canada;Canada;Montreal;Two_Handed;Right_Handed
Jannik Sinner;20;3185;2022-07-11;10;2001-08-16;2018;76;188;Italie;Italy;San Candido;Two_Handed;Right_Handed
Cameron Norrie;26;3155;2022-07-11;11;1995-08-23;2017;82;188;Angleterre;South Africa;Johannesburg;Two_Handed;Left_Handed
Hubert Hurkacz;25;3025;2022-07-11;12;1997-02-11;2015;81;196;Pologne;Poland;Wroclaw;Two_Handed;Right_Handed
Taylor Fritz;24;2975;2022-07-11;13;1997-10-28;2015;86;196;Etats-Unis;CA;Rancho Santa Fe;Two_Handed;Right_Handed
Diego Schwartzman;29;2325;2022-07-11;14;1992-08-16;2010;64;170;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Matteo Berrettini;26;2280;2022-07-11;15;1996-04-12;2015;95;196;Italie;Italy;Rome;Two_Handed;Right_Handed
Marin Cilic;33;2130;2022-07-11;16;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Reilly Opelka;24;2055;2022-07-11;17;1997-08-28;2015;102;211;Etats-Unis;MI;St. Joseph;Two_Handed;Right_Handed
Pablo Carreno Busta;30;1926;2022-07-11;18;1991-07-12;2009;78;188;Espagne;Spain;Gijon;Two_Handed;Right_Handed
Grigor Dimitrov;31;1740;2022-07-11;19;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Roberto Bautista Agut;34;1658;2022-07-11;20;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Gael Monfils;35;1615;2022-07-11;21;1986-09-01;2004;85;193;France;France;Paris;Two_Handed;Right_Handed
John Isner;37;1593;2022-07-11;22;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
Denis Shapovalov;23;1573;2022-07-11;23;1999-04-15;2017;75;185;Canada;Israel;Tel Aviv;One_Handed;Left_Handed
Botic van de Zandschulp;26;1483;2022-07-11;24;1995-10-04;2016;85;191;Pays-Bas;Netherlands;Wageningen;Two_Handed;Right_Handed
Nikoloz Basilashvili;30;1460;2022-07-11;25;1992-02-23;2008;79;185;Georgie;Georgia;Tbilisi;Two_Handed;Right_Handed
Alex de Minaur;23;1460;2022-07-11;26;1999-02-17;2015;69;183;Australie;Australia;Sydney;Two_Handed;Right_Handed
Karen Khachanov;26;1440;2022-07-11;27;1996-05-21;2013;87;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Holger Rune;19;1420;2022-07-11;28;2003-04-29;2020;77;188;Danemark;Denmark;Gentofte;Two_Handed;Right_Handed
Frances Tiafoe;24;1349;2022-07-11;29;1998-01-20;2015;86;188;Etats-Unis;MD;Hyattsville;Two_Handed;Right_Handed
Filip Krajinovic;30;1300;2022-07-11;30;1992-02-27;2008;75;185;Serbie;Serbia;Sombor;Two_Handed;Right_Handed
Daniil Medvedev;26;7955;2022-06-27;1;1996-02-11;2014;83;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Alexander Zverev;25;7030;2022-06-27;2;1997-04-20;2013;90;198;Allemagne;Germany;Hamburg;Two_Handed;Right_Handed
Novak Djokovic;35;6770;2022-06-27;3;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Rafael Nadal;36;6525;2022-06-27;4;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Stefanos Tsitsipas;23;5150;2022-06-27;5;1998-08-12;2016;90;193;Grece;Greece;Athens;One_Handed;Right_Handed
Casper Ruud;23;5050;2022-06-27;6;1998-12-22;2015;77;183;Norvege;Norway;Oslo;Two_Handed;Right_Handed
Carlos Alcaraz;19;4890;2022-06-27;7;2003-05-05;2018;74;183;Espagne;Murcia;El Palmar;Two_Handed;Right_Handed
Andrey Rublev;24;3870;2022-06-27;8;1997-10-20;2014;75;188;Russie;Russia;Moscow;Two_Handed;Right_Handed
Felix Auger-Aliassime;21;3760;2022-06-27;9;2000-08-08;2017;88;193;Canada;Canada;Montreal;Two_Handed;Right_Handed
Hubert Hurkacz;25;3735;2022-06-27;10;1997-02-11;2015;81;196;Pologne;Poland;Wroclaw;Two_Handed;Right_Handed
Matteo Berrettini;26;3480;2022-06-27;11;1996-04-12;2015;95;196;Italie;Italy;Rome;Two_Handed;Right_Handed
Cameron Norrie;26;3200;2022-06-27;12;1995-08-23;2017;82;188;Angleterre;South Africa;Johannesburg;Two_Handed;Left_Handed
Jannik Sinner;20;3185;2022-06-27;13;2001-08-16;2018;76;188;Italie;Italy;San Candido;Two_Handed;Right_Handed
Taylor Fritz;24;3045;2022-06-27;14;1997-10-28;2015;86;196;Etats-Unis;CA;Rancho Santa Fe;Two_Handed;Right_Handed
Diego Schwartzman;29;2325;2022-06-27;15;1992-08-16;2010;64;170;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Denis Shapovalov;23;2293;2022-06-27;16;1999-04-15;2017;75;185;Canada;Israel;Tel Aviv;One_Handed;Left_Handed
Marin Cilic;33;2220;2022-06-27;17;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Reilly Opelka;24;2100;2022-06-27;18;1997-08-28;2015;102;211;Etats-Unis;MI;St. Joseph;Two_Handed;Right_Handed
Roberto Bautista Agut;34;2008;2022-06-27;19;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Pablo Carreno Busta;30;1930;2022-06-27;20;1991-07-12;2009;78;188;Espagne;Spain;Gijon;Two_Handed;Right_Handed
Grigor Dimitrov;31;1785;2022-06-27;21;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Karen Khachanov;26;1755;2022-06-27;22;1996-05-21;2013;87;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Gael Monfils;35;1660;2022-06-27;23;1986-09-01;2004;85;193;France;France;Paris;Two_Handed;Right_Handed
John Isner;37;1616;2022-06-27;24;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
Botic van de Zandschulp;26;1518;2022-06-27;25;1995-10-04;2016;85;191;Pays-Bas;Netherlands;Wageningen;Two_Handed;Right_Handed
Nikoloz Basilashvili;30;1473;2022-06-27;26;1992-02-23;2008;79;185;Georgie;Georgia;Tbilisi;Two_Handed;Right_Handed
Alex de Minaur;23;1473;2022-06-27;27;1999-02-17;2015;69;183;Australie;Australia;Sydney;Two_Handed;Right_Handed
Frances Tiafoe;24;1439;2022-06-27;28;1998-01-20;2015;86;188;Etats-Unis;MD;Hyattsville;Two_Handed;Right_Handed
Holger Rune;19;1420;2022-06-27;29;2003-04-29;2020;77;188;Danemark;Denmark;Gentofte;Two_Handed;Right_Handed
Miomir Kecmanovic;22;1306;2022-06-27;30;1999-08-31;2017;75;183;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Daniil Medvedev;26;8160;2022-06-20;1;1996-02-11;2014;83;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Alexander Zverev;25;7030;2022-06-20;2;1997-04-20;2013;90;198;Allemagne;Germany;Hamburg;Two_Handed;Right_Handed
Novak Djokovic;35;6770;2022-06-20;3;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Rafael Nadal;36;6525;2022-06-20;4;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Casper Ruud;23;5050;2022-06-20;5;1998-12-22;2015;77;183;Norvege;Norway;Oslo;Two_Handed;Right_Handed
Stefanos Tsitsipas;23;4945;2022-06-20;6;1998-08-12;2016;90;193;Grece;Greece;Athens;One_Handed;Right_Handed
Carlos Alcaraz;19;4893;2022-06-20;7;2003-05-05;2018;74;183;Espagne;Murcia;El Palmar;Two_Handed;Right_Handed
Andrey Rublev;24;3870;2022-06-20;8;1997-10-20;2014;75;188;Russie;Russia;Moscow;Two_Handed;Right_Handed
Felix Auger-Aliassime;21;3760;2022-06-20;9;2000-08-08;2017;88;193;Canada;Canada;Montreal;Two_Handed;Right_Handed
Hubert Hurkacz;25;3738;2022-06-20;10;1997-02-11;2015;81;196;Pologne;Poland;Wroclaw;Two_Handed;Right_Handed
Matteo Berrettini;26;3480;2022-06-20;11;1996-04-12;2015;95;196;Italie;Italy;Rome;Two_Handed;Right_Handed
Cameron Norrie;26;3200;2022-06-20;12;1995-08-23;2017;82;188;Angleterre;South Africa;Johannesburg;Two_Handed;Left_Handed
Jannik Sinner;20;3185;2022-06-20;13;2001-08-16;2018;76;188;Italie;Italy;San Candido;Two_Handed;Right_Handed
Taylor Fritz;24;2920;2022-06-20;14;1997-10-28;2015;86;196;Etats-Unis;CA;Rancho Santa Fe;Two_Handed;Right_Handed
Diego Schwartzman;29;2325;2022-06-20;15;1992-08-16;2010;64;170;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Denis Shapovalov;23;2293;2022-06-20;16;1999-04-15;2017;75;185;Canada;Israel;Tel Aviv;One_Handed;Left_Handed
Marin Cilic;33;2220;2022-06-20;17;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Reilly Opelka;24;2100;2022-06-20;18;1997-08-28;2015;102;211;Etats-Unis;MI;St. Joseph;Two_Handed;Right_Handed
Pablo Carreno Busta;30;2045;2022-06-20;19;1991-07-12;2009;78;188;Espagne;Spain;Gijon;Two_Handed;Right_Handed
Roberto Bautista Agut;34;1903;2022-06-20;20;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Grigor Dimitrov;31;1785;2022-06-20;21;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Karen Khachanov;26;1755;2022-06-20;22;1996-05-21;2013;87;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Gael Monfils;35;1660;2022-06-20;23;1986-09-01;2004;85;193;France;France;Paris;Two_Handed;Right_Handed
Alex de Minaur;23;1633;2022-06-20;24;1999-02-17;2015;69;183;Australie;Australia;Sydney;Two_Handed;Right_Handed
John Isner;37;1616;2022-06-20;25;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
Botic van de Zandschulp;26;1518;2022-06-20;26;1995-10-04;2016;85;191;Pays-Bas;Netherlands;Wageningen;Two_Handed;Right_Handed
Nikoloz Basilashvili;30;1473;2022-06-20;27;1992-02-23;2008;79;185;Georgie;Georgia;Tbilisi;Two_Handed;Right_Handed
Frances Tiafoe;24;1439;2022-06-20;28;1998-01-20;2015;86;188;Etats-Unis;MD;Hyattsville;Two_Handed;Right_Handed
Holger Rune;19;1429;2022-06-20;29;2003-04-29;2020;77;188;Danemark;Denmark;Gentofte;Two_Handed;Right_Handed
Miomir Kecmanovic;22;1361;2022-06-20;30;1999-08-31;2017;75;183;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Daniil Medvedev;26;7950;2022-06-13;1;1996-02-11;2014;83;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Alexander Zverev;25;7075;2022-06-13;2;1997-04-20;2013;90;198;Allemagne;Germany;Hamburg;Two_Handed;Right_Handed
Novak Djokovic;35;6770;2022-06-13;3;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Rafael Nadal;36;6525;2022-06-13;4;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Casper Ruud;23;5050;2022-06-13;5;1998-12-22;2015;77;183;Norvege;Norway;Oslo;Two_Handed;Right_Handed
Stefanos Tsitsipas;23;4945;2022-06-13;6;1998-08-12;2016;90;193;Grece;Greece;Athens;One_Handed;Right_Handed
Carlos Alcaraz;19;4893;2022-06-13;7;2003-05-05;2018;74;183;Espagne;Murcia;El Palmar;Two_Handed;Right_Handed
Andrey Rublev;24;4125;2022-06-13;8;1997-10-20;2014;75;188;Russie;Russia;Moscow;Two_Handed;Right_Handed
Felix Auger-Aliassime;21;3895;2022-06-13;9;2000-08-08;2017;88;193;Canada;Canada;Montreal;Two_Handed;Right_Handed
Matteo Berrettini;26;3570;2022-06-13;10;1996-04-12;2015;95;196;Italie;Italy;Rome;Two_Handed;Right_Handed
Cameron Norrie;26;3455;2022-06-13;11;1995-08-23;2017;82;188;Angleterre;South Africa;Johannesburg;Two_Handed;Left_Handed
Hubert Hurkacz;25;3258;2022-06-13;12;1997-02-11;2015;81;196;Pologne;Poland;Wroclaw;Two_Handed;Right_Handed
Jannik Sinner;20;3185;2022-06-13;13;2001-08-16;2018;76;188;Italie;Italy;San Candido;Two_Handed;Right_Handed
Taylor Fritz;24;2920;2022-06-13;14;1997-10-28;2015;86;196;Etats-Unis;CA;Rancho Santa Fe;Two_Handed;Right_Handed
Denis Shapovalov;23;2473;2022-06-13;15;1999-04-15;2017;75;185;Canada;Israel;Tel Aviv;One_Handed;Left_Handed
Diego Schwartzman;29;2325;2022-06-13;16;1992-08-16;2010;64;170;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Marin Cilic;33;2130;2022-06-13;17;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Reilly Opelka;24;2100;2022-06-13;18;1997-08-28;2015;102;211;Etats-Unis;MI;St. Joseph;Two_Handed;Right_Handed
Pablo Carreno Busta;30;1965;2022-06-13;19;1991-07-12;2009;78;188;Espagne;Spain;Gijon;Two_Handed;Right_Handed
Roberto Bautista Agut;34;1858;2022-06-13;20;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Alex de Minaur;23;1768;2022-06-13;21;1999-02-17;2015;69;183;Australie;Australia;Sydney;Two_Handed;Right_Handed
Grigor Dimitrov;31;1740;2022-06-13;22;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Karen Khachanov;26;1710;2022-06-13;23;1996-05-21;2013;87;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Gael Monfils;35;1660;2022-06-13;24;1986-09-01;2004;85;193;France;France;Paris;Two_Handed;Right_Handed
Nikoloz Basilashvili;30;1628;2022-06-13;25;1992-02-23;2008;79;185;Georgie;Georgia;Tbilisi;Two_Handed;Right_Handed
John Isner;37;1616;2022-06-13;26;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
Frances Tiafoe;24;1519;2022-06-13;27;1998-01-20;2015;86;188;Etats-Unis;MD;Hyattsville;Two_Handed;Right_Handed
Holger Rune;19;1429;2022-06-13;28;2003-04-29;2020;77;188;Danemark;Denmark;Gentofte;Two_Handed;Right_Handed
Botic van de Zandschulp;26;1364;2022-06-13;29;1995-10-04;2016;85;191;Pays-Bas;Netherlands;Wageningen;Two_Handed;Right_Handed
Miomir Kecmanovic;22;1361;2022-06-13;30;1999-08-31;2017;75;183;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Novak Djokovic;35;8770;2022-06-06;1;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Daniil Medvedev;26;8160;2022-06-06;2;1996-02-11;2014;83;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Alexander Zverev;25;7795;2022-06-06;3;1997-04-20;2013;90;198;Allemagne;Germany;Hamburg;Two_Handed;Right_Handed
Rafael Nadal;36;7525;2022-06-06;4;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Stefanos Tsitsipas;23;6100;2022-06-06;5;1998-08-12;2016;90;193;Grece;Greece;Athens;One_Handed;Right_Handed
Casper Ruud;23;5050;2022-06-06;6;1998-12-22;2015;77;183;Norvege;Norway;Oslo;Two_Handed;Right_Handed
Carlos Alcaraz;19;5005;2022-06-06;7;2003-05-05;2018;74;183;Espagne;Murcia;El Palmar;Two_Handed;Right_Handed
Andrey Rublev;24;4260;2022-06-06;8;1997-10-20;2014;75;188;Russie;Russia;Moscow;Two_Handed;Right_Handed
Felix Auger-Aliassime;21;3955;2022-06-06;9;2000-08-08;2017;88;193;Canada;Canada;Montreal;Two_Handed;Right_Handed
Matteo Berrettini;26;3805;2022-06-06;10;1996-04-12;2015;95;196;Italie;Italy;Rome;Two_Handed;Right_Handed
Cameron Norrie;26;3500;2022-06-06;11;1995-08-23;2017;82;188;Angleterre;South Africa;Johannesburg;Two_Handed;Left_Handed
Jannik Sinner;20;3355;2022-06-06;12;2001-08-16;2018;76;188;Italie;Italy;San Candido;Two_Handed;Right_Handed
Hubert Hurkacz;25;3258;2022-06-06;13;1997-02-11;2015;81;196;Pologne;Poland;Wroclaw;Two_Handed;Right_Handed
Taylor Fritz;24;2920;2022-06-06;14;1997-10-28;2015;86;196;Etats-Unis;CA;Rancho Santa Fe;Two_Handed;Right_Handed
Diego Schwartzman;29;2595;2022-06-06;15;1992-08-16;2010;64;170;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Denis Shapovalov;23;2531;2022-06-06;16;1999-04-15;2017;75;185;Canada;Israel;Tel Aviv;One_Handed;Left_Handed
Marin Cilic;33;2370;2022-06-06;17;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Reilly Opelka;24;2145;2022-06-06;18;1997-08-28;2015;102;211;Etats-Unis;MI;St. Joseph;Two_Handed;Right_Handed
Pablo Carreno Busta;30;2135;2022-06-06;19;1991-07-12;2009;78;188;Espagne;Spain;Gijon;Two_Handed;Right_Handed
Roberto Bautista Agut;34;1880;2022-06-06;20;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Grigor Dimitrov;31;1830;2022-06-06;21;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Alex de Minaur;23;1825;2022-06-06;22;1999-02-17;2015;69;183;Australie;Australia;Sydney;Two_Handed;Right_Handed
Karen Khachanov;26;1755;2022-06-06;23;1996-05-21;2013;87;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Gael Monfils;35;1715;2022-06-06;24;1986-09-01;2004;85;193;France;France;Paris;Two_Handed;Right_Handed
John Isner;37;1696;2022-06-06;25;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
Nikoloz Basilashvili;30;1663;2022-06-06;26;1992-02-23;2008;79;185;Georgie;Georgia;Tbilisi;Two_Handed;Right_Handed
Frances Tiafoe;24;1621;2022-06-06;27;1998-01-20;2015;86;188;Etats-Unis;MD;Hyattsville;Two_Handed;Right_Handed
Holger Rune;19;1489;2022-06-06;28;2003-04-29;2020;77;188;Danemark;Denmark;Gentofte;Two_Handed;Right_Handed
Botic van de Zandschulp;26;1408;2022-06-06;29;1995-10-04;2016;85;191;Pays-Bas;Netherlands;Wageningen;Two_Handed;Right_Handed
Alejandro Davidovich Fokina;23;1400;2022-06-06;30;1999-06-05;2017;80;183;Espagne;Spain;Malaga;Two_Handed;Right_Handed
Novak Djokovic;35;8660;2022-05-23;1;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Daniil Medvedev;26;7980;2022-05-23;2;1996-02-11;2014;83;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Alexander Zverev;25;7075;2022-05-23;3;1997-04-20;2013;90;198;Allemagne;Germany;Hamburg;Two_Handed;Right_Handed
Stefanos Tsitsipas;23;5965;2022-05-23;4;1998-08-12;2016;90;193;Grece;Greece;Athens;One_Handed;Right_Handed
Rafael Nadal;35;5525;2022-05-23;5;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Carlos Alcaraz;19;4648;2022-05-23;6;2003-05-05;2018;74;183;Espagne;Murcia;El Palmar;Two_Handed;Right_Handed
Andrey Rublev;24;3945;2022-05-23;7;1997-10-20;2014;75;188;Russie;Russia;Moscow;Two_Handed;Right_Handed
Casper Ruud;23;3940;2022-05-23;8;1998-12-22;2015;77;183;Norvege;Norway;Oslo;Two_Handed;Right_Handed
Felix Auger-Aliassime;21;3820;2022-05-23;9;2000-08-08;2017;88;193;Canada;Canada;Montreal;Two_Handed;Right_Handed
Matteo Berrettini;26;3805;2022-05-23;10;1996-04-12;2015;95;196;Italie;Italy;Rome;Two_Handed;Right_Handed
Cameron Norrie;26;3455;2022-05-23;11;1995-08-23;2017;82;188;Angleterre;South Africa;Johannesburg;Two_Handed;Left_Handed
Jannik Sinner;20;3185;2022-05-23;12;2001-08-16;2018;76;188;Italie;Italy;San Candido;Two_Handed;Right_Handed
Hubert Hurkacz;25;3095;2022-05-23;13;1997-02-11;2015;81;196;Pologne;Poland;Wroclaw;Two_Handed;Right_Handed
Taylor Fritz;24;2920;2022-05-23;14;1997-10-28;2015;86;196;Etats-Unis;CA;Rancho Santa Fe;Two_Handed;Right_Handed
Denis Shapovalov;23;2531;2022-05-23;15;1999-04-15;2017;75;185;Canada;Israel;Tel Aviv;One_Handed;Left_Handed
Diego Schwartzman;29;2505;2022-05-23;16;1992-08-16;2010;64;170;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Reilly Opelka;24;2180;2022-05-23;17;1997-08-28;2015;102;211;Etats-Unis;MI;St. Joseph;Two_Handed;Right_Handed
Pablo Carreno Busta;30;2135;2022-05-23;18;1991-07-12;2009;78;188;Espagne;Spain;Gijon;Two_Handed;Right_Handed
Roberto Bautista Agut;34;1903;2022-05-23;19;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Alex de Minaur;23;1838;2022-05-23;20;1999-02-17;2015;69;183;Australie;Australia;Sydney;Two_Handed;Right_Handed
Grigor Dimitrov;31;1740;2022-05-23;21;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Gael Monfils;35;1715;2022-05-23;22;1986-09-01;2004;85;193;France;France;Paris;Two_Handed;Right_Handed
Marin Cilic;33;1695;2022-05-23;23;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Nikoloz Basilashvili;30;1628;2022-05-23;24;1992-02-23;2008;79;185;Georgie;Georgia;Tbilisi;Two_Handed;Right_Handed
Karen Khachanov;26;1620;2022-05-23;25;1996-05-21;2013;87;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
John Isner;37;1616;2022-05-23;26;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
Frances Tiafoe;24;1599;2022-05-23;27;1998-01-20;2015;86;188;Etats-Unis;MD;Hyattsville;Two_Handed;Right_Handed
Alejandro Davidovich Fokina;22;1400;2022-05-23;28;1999-06-05;2017;80;183;Espagne;Spain;Malaga;Two_Handed;Right_Handed
Botic van de Zandschulp;26;1344;2022-05-23;29;1995-10-04;2016;85;191;Pays-Bas;Netherlands;Wageningen;Two_Handed;Right_Handed
Sebastian Korda;21;1326;2022-05-23;30;2000-07-05;2018;79;196;Etats-Unis;FL;Bradenton;Two_Handed;Right_Handed
Novak Djokovic;34;8660;2022-05-16;1;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Daniil Medvedev;26;7980;2022-05-16;2;1996-02-11;2014;83;198;Russie;Russia;Moscow;Two_Handed;Right_Handed
Alexander Zverev;25;7200;2022-05-16;3;1997-04-20;2013;90;198;Allemagne;Germany;Hamburg;Two_Handed;Right_Handed
Stefanos Tsitsipas;23;6170;2022-05-16;4;1998-08-12;2016;90;193;Grece;Greece;Athens;One_Handed;Right_Handed
Rafael Nadal;35;5525;2022-05-16;5;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Carlos Alcaraz;19;4770;2022-05-16;6;2003-05-05;2018;74;183;Espagne;Murcia;El Palmar;Two_Handed;Right_Handed
Andrey Rublev;24;3945;2022-05-16;7;1997-10-20;2014;75;188;Russie;Russia;Moscow;Two_Handed;Right_Handed
Casper Ruud;23;3940;2022-05-16;8;1998-12-22;2015;77;183;Norvege;Norway;Oslo;Two_Handed;Right_Handed
Felix Auger-Aliassime;21;3850;2022-05-16;9;2000-08-08;2017;88;193;Canada;Canada;Montreal;Two_Handed;Right_Handed
Matteo Berrettini;26;3805;2022-05-16;10;1996-04-12;2015;95;196;Italie;Italy;Rome;Two_Handed;Right_Handed
Cameron Norrie;26;3355;2022-05-16;11;1995-08-23;2017;82;188;Angleterre;South Africa;Johannesburg;Two_Handed;Left_Handed
Jannik Sinner;20;3195;2022-05-16;12;2001-08-16;2018;76;188;Italie;Italy;San Candido;Two_Handed;Right_Handed
Hubert Hurkacz;25;3095;2022-05-16;13;1997-02-11;2015;81;196;Pologne;Poland;Wroclaw;Two_Handed;Right_Handed
Taylor Fritz;24;2920;2022-05-16;14;1997-10-28;2015;86;196;Etats-Unis;CA;Rancho Santa Fe;Two_Handed;Right_Handed
Denis Shapovalov;23;2671;2022-05-16;15;1999-04-15;2017;75;185;Canada;Israel;Tel Aviv;One_Handed;Left_Handed
