"Date","HomeTeam","Result","HomeGoals","AwayGoals","AwayTeam","League","Goals_Number","Year","Yearbis"
1996-03-09,"LOSC Lille","0:0","0","0","Stade Rennais","Ligue 1",0,1996,1995
1996-03-09,"Saint-Étienne","1:1","1","1","Le Havre AC","Ligue 1",2,1996,1995
1996-03-10,"Paris SG","2:0","2","0","Olympique Lyon","Ligue 1",2,1996,1995
1996-03-23,"Lens","3:0","3","0","Saint-Étienne","Ligue 1",3,1996,1995
1996-03-23,"FC Metz","2:0","2","0","LOSC Lille","Ligue 1",2,1996,1995
1996-03-23,"Montpellier","0:0","0","0","Monaco","Ligue 1",0,1996,1995
1996-03-23,"R. Strasbourg","4:3","4","3","SC Bastia","Ligue 1",7,1996,1995
1996-03-23,"Le Havre AC","1:0","1","0","Guingamp","Ligue 1",1,1996,1995
1996-03-23,"Stade Rennais","4:3","4","3","G. Bordeaux","Ligue 1",7,1996,1995
1996-03-23,"Olympique Lyon","1:1","1","1","FC Nantes","Ligue 1",2,1996,1995
1996-03-23,"Cannes","2:0","2","0","FC Gueugnon","Ligue 1",2,1996,1995
1996-03-23,"FC Martigues","0:0","0","0","OGC Nice","Ligue 1",0,1996,1995
1996-03-24,"AJ Auxerre","3:0","3","0","Paris SG","Ligue 1",3,1996,1995
1996-03-30,"LOSC Lille","0:4","0","4","AJ Auxerre","Ligue 1",4,1996,1995
1996-03-30,"Paris SG","2:3","2","3","FC Metz","Ligue 1",5,1996,1995
1996-03-30,"Monaco","1:0","1","0","Cannes","Ligue 1",1,1996,1995
1996-03-30,"FC Gueugnon","0:2","0","2","Montpellier","Ligue 1",2,1996,1995
1996-03-30,"OGC Nice","0:0","0","0","Stade Rennais","Ligue 1",0,1996,1995
1996-03-30,"FC Nantes","1:1","1","1","Le Havre AC","Ligue 1",2,1996,1995
1996-03-30,"Saint-Étienne","2:0","2","0","R. Strasbourg","Ligue 1",2,1996,1995
1996-03-30,"SC Bastia","0:0","0","0","Olympique Lyon","Ligue 1",0,1996,1995
1996-03-31,"Guingamp","1:0","1","0","Lens","Ligue 1",1,1996,1995
1996-05-02,"G. Bordeaux","1:1","1","1","FC Martigues","Ligue 1",2,1996,1995
1996-04-08,"Lens","2:1","2","1","Monaco","Ligue 1",3,1996,1995
1996-04-09,"AJ Auxerre","2:0","2","0","G. Bordeaux","Ligue 1",2,1996,1995
1996-04-09,"OGC Nice","1:2","1","2","Paris SG","Ligue 1",3,1996,1995
1996-04-09,"Montpellier","1:0","1","0","FC Nantes","Ligue 1",1,1996,1995
1996-04-09,"Stade Rennais","3:0","3","0","Saint-Étienne","Ligue 1",3,1996,1995
1996-04-09,"R. Strasbourg","1:0","1","0","Cannes","Ligue 1",1,1996,1995
1996-04-09,"Le Havre AC","0:2","0","2","FC Gueugnon","Ligue 1",2,1996,1995
1996-04-09,"FC Martigues","1:0","1","0","LOSC Lille","Ligue 1",1,1996,1995
1996-04-10,"FC Metz","2:0","2","0","SC Bastia","Ligue 1",2,1996,1995
1996-04-10,"Olympique Lyon","1:1","1","1","Guingamp","Ligue 1",2,1996,1995
1996-04-20,"SC Bastia","1:1","1","1","AJ Auxerre","Ligue 1",2,1996,1995
1996-04-20,"Paris SG","0:0","0","0","FC Martigues","Ligue 1",0,1996,1995
1996-04-20,"Saint-Étienne","1:1","1","1","FC Metz","Ligue 1",2,1996,1995
1996-04-20,"Monaco","2:1","2","1","Le Havre AC","Ligue 1",3,1996,1995
1996-04-20,"G. Bordeaux","0:0","0","0","Lens","Ligue 1",0,1996,1995
1996-04-20,"Cannes","2:1","2","1","Montpellier","Ligue 1",3,1996,1995
1996-04-20,"Guingamp","0:0","0","0","Stade Rennais","Ligue 1",0,1996,1995
1996-04-20,"FC Nantes","2:0","2","0","R. Strasbourg","Ligue 1",2,1996,1995
1996-04-20,"FC Gueugnon","0:0","0","0","Olympique Lyon","Ligue 1",0,1996,1995
1996-04-20,"LOSC Lille","1:0","1","0","OGC Nice","Ligue 1",1,1996,1995
1996-04-26,"AJ Auxerre","2:0","2","0","Saint-Étienne","Ligue 1",2,1996,1995
1996-04-26,"OGC Nice","1:0","1","0","G. Bordeaux","Ligue 1",1,1996,1995
1996-04-27,"Le Havre AC","0:0","0","0","Cannes","Ligue 1",0,1996,1995
1996-04-27,"Paris SG","0:1","0","1","LOSC Lille","Ligue 1",1,1996,1995
1996-04-27,"FC Metz","3:0","3","0","Guingamp","Ligue 1",3,1996,1995
1996-04-27,"Olympique Lyon","3:3","3","3","Monaco","Ligue 1",6,1996,1995
1996-04-27,"Lens","2:1","2","1","Montpellier","Ligue 1",3,1996,1995
1996-04-27,"Stade Rennais","2:2","2","2","FC Nantes","Ligue 1",4,1996,1995
1996-04-27,"R. Strasbourg","0:0","0","0","FC Gueugnon","Ligue 1",0,1996,1995
1996-04-27,"FC Martigues","3:1","3","1","SC Bastia","Ligue 1",4,1996,1995
1996-05-11,"Guingamp","1:1","1","1","AJ Auxerre","Ligue 1",2,1996,1995
1996-05-11,"G. Bordeaux","2:2","2","2","Paris SG","Ligue 1",4,1996,1995
1996-05-11,"Monaco","5:1","5","1","R. Strasbourg","Ligue 1",6,1996,1995
1996-05-11,"FC Nantes","1:0","1","0","FC Metz","Ligue 1",1,1996,1995
1996-05-11,"Cannes","5:2","5","2","Lens","Ligue 1",7,1996,1995
1996-05-11,"Montpellier","2:0","2","0","Le Havre AC","Ligue 1",2,1996,1995
1996-05-11,"FC Gueugnon","1:0","1","0","Stade Rennais","Ligue 1",1,1996,1995
1996-05-11,"LOSC Lille","2:1","2","1","Olympique Lyon","Ligue 1",3,1996,1995
1996-05-11,"SC Bastia","1:2","1","2","OGC Nice","Ligue 1",3,1996,1995
1996-05-11,"Saint-Étienne","2:2","2","2","FC Martigues","Ligue 1",4,1996,1995
1996-05-18,"AJ Auxerre","2:1","2","1","FC Nantes","Ligue 1",3,1996,1995
1996-05-18,"Paris SG","5:1","5","1","SC Bastia","Ligue 1",6,1996,1995
1996-05-18,"Stade Rennais","2:3","2","3","Monaco","Ligue 1",5,1996,1995
1996-05-18,"FC Metz","1:2","1","2","FC Gueugnon","Ligue 1",3,1996,1995
1996-05-18,"Le Havre AC","1:1","1","1","Lens","Ligue 1",2,1996,1995
1996-05-18,"R. Strasbourg","1:0","1","0","Montpellier","Ligue 1",1,1996,1995
1996-05-18,"FC Martigues","2:1","2","1","Guingamp","Ligue 1",3,1996,1995
1996-05-18,"Olympique Lyon","1:0","1","0","Cannes","Ligue 1",1,1996,1995
1996-05-18,"OGC Nice","2:0","2","0","Saint-Étienne","Ligue 1",2,1996,1995
1996-05-18,"LOSC Lille","0:2","0","2","G. Bordeaux","Ligue 1",2,1996,1995
1995-08-18,"Aston Villa","3:1","3","1","Man Utd","Premier League",4,1995,1995
1995-08-18,"Blackburn","1:0","1","0","QPR","Premier League",1,1995,1995
1995-08-18,"Chelsea","0:0","0","0","Everton","Premier League",0,1995,1995
1995-08-18,"Liverpool","1:0","1","0","Sheff Wed","Premier League",1,1995,1995
1995-08-18,"Man City","1:1","1","1","Tottenham","Premier League",2,1995,1995
1995-08-18,"Newcastle","3:0","3","0","Coventry","Premier League",3,1995,1995
1995-08-18,"Southampton","3:4","3","4","Nottm Forest","Premier League",7,1995,1995
1995-08-18,"West Ham","1:2","1","2","Leeds","Premier League",3,1995,1995
1995-08-18,"Wimbledon FC","3:2","3","2","Bolton","Premier League",5,1995,1995
1995-08-19,"Arsenal","1:1","1","1","Middlesbrough","Premier League",2,1995,1995
1995-08-20,"Leeds","1:0","1","0","Liverpool","Premier League",1,1995,1995
1995-08-21,"Bolton","1:3","1","3","Newcastle","Premier League",4,1995,1995
1995-08-22,"Coventry","2:1","2","1","Man City","Premier League",3,1995,1995
1995-08-22,"Everton","0:2","0","2","Arsenal","Premier League",2,1995,1995
1995-08-22,"Man Utd","2:1","2","1","West Ham","Premier League",3,1995,1995
1995-08-22,"Nottm Forest","0:0","0","0","Chelsea","Premier League",0,1995,1995
1995-08-22,"QPR","0:3","0","3","Wimbledon FC","Premier League",3,1995,1995
1995-08-22,"Sheff Wed","2:1","2","1","Blackburn","Premier League",3,1995,1995
1995-08-22,"Tottenham","0:1","0","1","Aston Villa","Premier League",1,1995,1995
1995-09-11,"Middlesbrough","0:0","0","0","Southampton","Premier League",0,1995,1995
1995-08-25,"Bolton","2:1","2","1","Blackburn","Premier League",3,1995,1995
1995-08-25,"Coventry","0:0","0","0","Arsenal","Premier League",0,1995,1995
1995-08-25,"Everton","2:0","2","0","Southampton","Premier League",2,1995,1995
1995-08-25,"Leeds","2:0","2","0","Aston Villa","Premier League",2,1995,1995
1995-08-25,"Man Utd","3:1","3","1","Wimbledon FC","Premier League",4,1995,1995
1995-08-25,"Middlesbrough","2:0","2","0","Chelsea","Premier League",2,1995,1995
1995-08-25,"Nottm Forest","1:1","1","1","West Ham","Premier League",2,1995,1995
1995-08-25,"QPR","1:0","1","0","Man City","Premier League",1,1995,1995
1995-08-25,"Tottenham","1:3","1","3","Liverpool","Premier League",4,1995,1995
1995-08-26,"Sheff Wed","0:2","0","2","Newcastle","Premier League",2,1995,1995
1995-08-27,"Blackburn","1:2","1","2","Man Utd","Premier League",3,1995,1995
1995-08-28,"Arsenal","1:1","1","1","Nottm Forest","Premier League",2,1995,1995
1995-08-29,"Wimbledon FC","2:2","2","2","Sheff Wed","Premier League",4,1995,1995
1995-08-29,"Aston Villa","1:0","1","0","Bolton","Premier League",1,1995,1995
1995-08-29,"Chelsea","2:2","2","2","Coventry","Premier League",4,1995,1995
1995-08-29,"Liverpool","1:0","1","0","QPR","Premier League",1,1995,1995
1995-08-29,"Man City","0:2","0","2","Everton","Premier League",2,1995,1995
1995-08-29,"Newcastle","1:0","1","0","Middlesbrough","Premier League",1,1995,1995
1995-08-29,"Southampton","1:1","1","1","Leeds","Premier League",2,1995,1995
1995-08-29,"West Ham","1:1","1","1","Tottenham","Premier League",2,1995,1995
1995-09-08,"Blackburn","1:1","1","1","Aston Villa","Premier League",2,1995,1995
1995-09-08,"Bolton","1:1","1","1","Middlesbrough","Premier League",2,1995,1995
1995-09-08,"Coventry","1:1","1","1","Nottm Forest","Premier League",2,1995,1995
1995-09-08,"Everton","2:3","2","3","Man Utd","Premier League",5,1995,1995
1995-09-08,"QPR","0:3","0","3","Sheff Wed","Premier League",3,1995,1995
1995-09-08,"Southampton","1:0","1","0","Newcastle","Premier League",1,1995,1995
1995-09-08,"Tottenham","2:1","2","1","Leeds","Premier League",3,1995,1995
1995-09-08,"Wimbledon FC","1:0","1","0","Liverpool","Premier League",1,1995,1995
1995-09-09,"Man City","0:1","0","1","Arsenal","Premier League",1,1995,1995
1995-09-10,"West Ham","1:3","1","3","Chelsea","Premier League",4,1995,1995
1995-09-15,"Arsenal","1:0","1","0","West Ham","Premier League",1,1995,1995
1995-09-15,"Aston Villa","2:0","2","0","Wimbledon FC","Premier League",2,1995,1995
1995-09-15,"Chelsea","3:0","3","0","Southampton","Premier League",3,1995,1995
1995-09-15,"Leeds","1:3","1","3","QPR","Premier League",4,1995,1995
1995-09-15,"Liverpool","3:0","3","0","Blackburn","Premier League",3,1995,1995
1995-09-15,"Man Utd","3:0","3","0","Bolton","Premier League",3,1995,1995
1995-09-15,"Middlesbrough","2:1","2","1","Coventry","Premier League",3,1995,1995
1995-09-15,"Newcastle","3:1","3","1","Man City","Premier League",4,1995,1995
1995-09-15,"Sheff Wed","1:3","1","3","Tottenham","Premier League",4,1995,1995
1995-09-16,"Nottm Forest","3:2","3","2","Everton","Premier League",5,1995,1995
1995-09-22,"Arsenal","4:2","4","2","Southampton","Premier League",6,1995,1995
1995-09-22,"Aston Villa","1:1","1","1","Nottm Forest","Premier League",2,1995,1995
1995-09-22,"Blackburn","5:1","5","1","Coventry","Premier League",6,1995,1995
1995-09-22,"Liverpool","5:2","5","2","Bolton","Premier League",7,1995,1995
1995-09-22,"Man City","0:1","0","1","Middlesbrough","Premier League",1,1995,1995
1995-09-22,"Sheff Wed","0:0","0","0","Man Utd","Premier League",0,1995,1995
1995-09-22,"West Ham","2:1","2","1","Everton","Premier League",3,1995,1995
1995-09-22,"Wimbledon FC","2:4","2","4","Leeds","Premier League",6,1995,1995
1995-09-23,"Newcastle","2:0","2","0","Chelsea","Premier League",2,1995,1995
1995-09-25,"QPR","2:3","2","3","Tottenham","Premier League",5,1995,1995
1995-09-30,"Bolton","0:1","0","1","QPR","Premier League",1,1995,1995
1995-09-30,"Chelsea","1:0","1","0","Arsenal","Premier League",1,1995,1995
1995-09-30,"Coventry","0:3","0","3","Aston Villa","Premier League",3,1995,1995
1995-09-30,"Leeds","2:0","2","0","Sheff Wed","Premier League",2,1995,1995
1995-09-30,"Middlesbrough","2:0","2","0","Blackburn","Premier League",2,1995,1995
1995-09-30,"Nottm Forest","3:0","3","0","Man City","Premier League",3,1995,1995
1995-09-30,"Tottenham","3:1","3","1","Wimbledon FC","Premier League",4,1995,1995
1995-10-01,"Everton","1:3","1","3","Newcastle","Premier League",4,1995,1995
1995-10-01,"Man Utd","2:2","2","2","Liverpool","Premier League",4,1995,1995
1995-10-02,"Southampton","0:0","0","0","West Ham","Premier League",0,1995,1995
1995-10-14,"Aston Villa","0:1","0","1","Chelsea","Premier League",1,1995,1995
1995-10-14,"Blackburn","2:1","2","1","Southampton","Premier League",3,1995,1995
1995-10-14,"Bolton","1:1","1","1","Everton","Premier League",2,1995,1995
1995-10-14,"Leeds","0:3","0","3","Arsenal","Premier League",3,1995,1995
1995-10-14,"Liverpool","0:0","0","0","Coventry","Premier League",0,1995,1995
1995-10-14,"Man Utd","1:0","1","0","Man City","Premier League",1,1995,1995
1995-10-14,"QPR","2:3","2","3","Newcastle","Premier League",5,1995,1995
1995-10-14,"Tottenham","0:1","0","1","Nottm Forest","Premier League",1,1995,1995
1995-10-15,"Sheff Wed","0:1","0","1","Middlesbrough","Premier League",1,1995,1995
1995-10-16,"Wimbledon FC","0:1","0","1","West Ham","Premier League",1,1995,1995
1995-10-21,"Arsenal","2:0","2","0","Aston Villa","Premier League",2,1995,1995
1995-10-21,"Chelsea","1:4","1","4","Man Utd","Premier League",5,1995,1995
1995-10-21,"Coventry","0:1","0","1","Sheff Wed","Premier League",1,1995,1995
1995-10-21,"Man City","0:0","0","0","Leeds","Premier League",0,1995,1995
1995-10-21,"Middlesbrough","1:0","1","0","QPR","Premier League",1,1995,1995
1995-10-21,"Newcastle","6:1","6","1","Wimbledon FC","Premier League",7,1995,1995
1995-10-21,"Nottm Forest","3:2","3","2","Bolton","Premier League",5,1995,1995
1995-10-21,"West Ham","1:1","1","1","Blackburn","Premier League",2,1995,1995
1995-10-22,"Everton","1:1","1","1","Tottenham","Premier League",2,1995,1995
1995-10-22,"Southampton","1:3","1","3","Liverpool","Premier League",4,1995,1995
1995-10-27,"Aston Villa","1:0","1","0","Everton","Premier League",1,1995,1995
1995-10-27,"Blackburn","3:0","3","0","Chelsea","Premier League",3,1995,1995
1995-10-27,"Leeds","3:1","3","1","Coventry","Premier League",4,1995,1995
1995-10-27,"Liverpool","6:0","6","0","Man City","Premier League",6,1995,1995
1995-10-27,"Man Utd","2:0","2","0","Middlesbrough","Premier League",2,1995,1995
1995-10-27,"QPR","1:1","1","1","Nottm Forest","Premier League",2,1995,1995
1995-10-27,"Sheff Wed","0:1","0","1","West Ham","Premier League",1,1995,1995
1995-10-27,"Wimbledon FC","1:2","1","2","Southampton","Premier League",3,1995,1995
1995-10-28,"Tottenham","1:1","1","1","Newcastle","Premier League",2,1995,1995
1995-10-29,"Bolton","1:0","1","0","Arsenal","Premier League",1,1995,1995
1995-11-03,"Arsenal","1:0","1","0","Man Utd","Premier League",1,1995,1995
1995-11-03,"Chelsea","0:0","0","0","Sheff Wed","Premier League",0,1995,1995
1995-11-03,"Coventry","2:3","2","3","Tottenham","Premier League",5,1995,1995
1995-11-03,"Man City","1:0","1","0","Bolton","Premier League",1,1995,1995
1995-11-03,"Middlesbrough","1:1","1","1","Leeds","Premier League",2,1995,1995
1995-11-03,"Newcastle","2:1","2","1","Liverpool","Premier League",3,1995,1995
1995-11-03,"Southampton","2:0","2","0","QPR","Premier League",2,1995,1995
1995-11-03,"West Ham","1:4","1","4","Aston Villa","Premier League",5,1995,1995
1995-11-04,"Everton","1:0","1","0","Blackburn","Premier League",1,1995,1995
1995-11-05,"Nottm Forest","4:1","4","1","Wimbledon FC","Premier League",5,1995,1995
1995-11-17,"Aston Villa","1:1","1","1","Newcastle","Premier League",2,1995,1995
1995-11-17,"Blackburn","7:0","7","0","Nottm Forest","Premier League",7,1995,1995
1995-11-17,"Bolton","0:3","0","3","West Ham","Premier League",3,1995,1995
1995-11-17,"Leeds","1:0","1","0","Chelsea","Premier League",1,1995,1995
1995-11-17,"Liverpool","1:2","1","2","Everton","Premier League",3,1995,1995
1995-11-17,"Man Utd","4:1","4","1","Southampton","Premier League",5,1995,1995
1995-11-17,"Sheff Wed","1:1","1","1","Man City","Premier League",2,1995,1995
1995-11-17,"Tottenham","2:1","2","1","Arsenal","Premier League",3,1995,1995
1995-11-17,"Wimbledon FC","0:0","0","0","Middlesbrough","Premier League",0,1995,1995
1995-11-18,"QPR","1:1","1","1","Coventry","Premier League",2,1995,1995
1995-11-05,"Newcastle","1:0","1","0","Blackburn","Premier League",1,1995,1995
1995-11-19,"Southampton","0:1","0","1","Aston Villa","Premier League",1,1995,1995
1995-11-20,"Arsenal","4:2","4","2","Sheff Wed","Premier League",6,1995,1995
1995-11-20,"Middlesbrough","0:1","0","1","Tottenham","Premier League",1,1995,1995
1995-11-21,"Chelsea","3:2","3","2","Bolton","Premier League",5,1995,1995
1995-11-21,"Coventry","0:4","0","4","Man Utd","Premier League",4,1995,1995
1995-11-21,"Everton","2:0","2","0","QPR","Premier League",2,1995,1995
1995-11-21,"Man City","1:0","1","0","Wimbledon FC","Premier League",1,1995,1995
1995-11-21,"West Ham","0:0","0","0","Liverpool","Premier League",0,1995,1995
1996-01-30,"Nottm Forest","2:1","2","1","Leeds","Premier League",3,1996,1995
1995-11-24,"Chelsea","0:0","0","0","Tottenham","Premier League",0,1995,1995
1995-11-24,"Coventry","3:3","3","3","Wimbledon FC","Premier League",6,1995,1995
1995-11-24,"Everton","2:2","2","2","Sheff Wed","Premier League",4,1995,1995
1995-11-24,"Man City","1:0","1","0","Aston Villa","Premier League",1,1995,1995
1995-11-24,"Middlesbrough","2:1","2","1","Liverpool","Premier League",3,1995,1995
1995-11-24,"Newcastle","2:1","2","1","Leeds","Premier League",3,1995,1995
1995-11-24,"Southampton","1:0","1","0","Bolton","Premier League",1,1995,1995
1995-11-24,"West Ham","1:0","1","0","QPR","Premier League",1,1995,1995
1995-11-25,"Arsenal","0:0","0","0","Blackburn","Premier League",0,1995,1995
1995-11-26,"Nottm Forest","1:1","1","1","Man Utd","Premier League",2,1995,1995
1995-12-01,"Aston Villa","1:1","1","1","Arsenal","Premier League",2,1995,1995
1995-12-01,"Blackburn","4:2","4","2","West Ham","Premier League",6,1995,1995
1995-12-01,"Bolton","1:1","1","1","Nottm Forest","Premier League",2,1995,1995
1995-12-01,"Leeds","0:1","0","1","Man City","Premier League",1,1995,1995
1995-12-01,"Liverpool","1:1","1","1","Southampton","Premier League",2,1995,1995
1995-12-01,"Man Utd","1:1","1","1","Chelsea","Premier League",2,1995,1995
1995-12-01,"QPR","1:1","1","1","Middlesbrough","Premier League",2,1995,1995
1995-12-01,"Tottenham","0:0","0","0","Everton","Premier League",0,1995,1995
1995-12-02,"Wimbledon FC","3:3","3","3","Newcastle","Premier League",6,1995,1995
1995-12-03,"Sheff Wed","4:3","4","3","Coventry","Premier League",7,1995,1995
1995-12-08,"Southampton","0:0","0","0","Arsenal","Premier League",0,1995,1995
1995-12-08,"Coventry","5:0","5","0","Blackburn","Premier League",5,1995,1995
1995-12-08,"Bolton","0:1","0","1","Liverpool","Premier League",1,1995,1995
1995-12-08,"Middlesbrough","4:1","4","1","Man City","Premier League",5,1995,1995
1995-12-08,"Chelsea","1:0","1","0","Newcastle","Premier League",1,1995,1995
1995-12-08,"Leeds","1:1","1","1","Wimbledon FC","Premier League",2,1995,1995
1995-12-08,"Tottenham","1:0","1","0","QPR","Premier League",1,1995,1995
1995-12-08,"Man Utd","2:2","2","2","Sheff Wed","Premier League",4,1995,1995
1995-12-09,"Nottm Forest","1:1","1","1","Aston Villa","Premier League",2,1995,1995
1995-12-10,"Everton","3:0","3","0","West Ham","Premier League",3,1995,1995
1995-12-15,"QPR","2:1","2","1","Bolton","Premier League",3,1995,1995
1995-12-15,"Arsenal","1:1","1","1","Chelsea","Premier League",2,1995,1995
1995-12-15,"Aston Villa","4:1","4","1","Coventry","Premier League",5,1995,1995
1995-12-15,"Newcastle","1:0","1","0","Everton","Premier League",1,1995,1995
1995-12-15,"Sheff Wed","6:2","6","2","Leeds","Premier League",8,1995,1995
1995-12-15,"Blackburn","1:0","1","0","Middlesbrough","Premier League",1,1995,1995
1995-12-15,"West Ham","2:1","2","1","Southampton","Premier League",3,1995,1995
1995-12-15,"Wimbledon FC","0:1","0","1","Tottenham","Premier League",1,1995,1995
1995-12-16,"Liverpool","2:0","2","0","Man Utd","Premier League",2,1995,1995
1995-12-17,"Man City","1:1","1","1","Nottm Forest","Premier League",2,1995,1995
1995-12-22,"Wimbledon FC","1:1","1","1","Blackburn","Premier League",2,1995,1995
1995-12-22,"Coventry","2:1","2","1","Everton","Premier League",3,1995,1995
1995-12-22,"Liverpool","3:1","3","1","Arsenal","Premier League",4,1995,1995
1995-12-22,"Man City","0:1","0","1","Chelsea","Premier League",1,1995,1995
1995-12-22,"Middlesbrough","4:2","4","2","West Ham","Premier League",6,1995,1995
1995-12-22,"Newcastle","3:1","3","1","Nottm Forest","Premier League",4,1995,1995
1995-12-22,"QPR","1:0","1","0","Aston Villa","Premier League",1,1995,1995
1995-12-22,"Sheff Wed","2:2","2","2","Southampton","Premier League",4,1995,1995
1995-12-22,"Tottenham","2:2","2","2","Bolton","Premier League",4,1995,1995
1995-12-23,"Leeds","3:1","3","1","Man Utd","Premier League",4,1995,1995
1995-12-25,"Nottm Forest","1:0","1","0","Sheff Wed","Premier League",1,1995,1995
1995-12-25,"Southampton","0:0","0","0","Tottenham","Premier League",0,1995,1995
1995-12-25,"Arsenal","3:0","3","0","QPR","Premier League",3,1995,1995
1995-12-25,"Blackburn","2:0","2","0","Man City","Premier League",2,1995,1995
1995-12-25,"Chelsea","1:2","1","2","Wimbledon FC","Premier League",3,1995,1995
1995-12-25,"Everton","4:0","4","0","Middlesbrough","Premier League",4,1995,1995
1995-12-26,"Man Utd","2:0","2","0","Newcastle","Premier League",2,1995,1995
1995-12-26,"Bolton","0:2","0","2","Leeds","Premier League",2,1995,1995
1995-12-30,"Aston Villa","0:2","0","2","Liverpool","Premier League",2,1995,1995
1996-01-30,"West Ham","3:2","3","2","Coventry","Premier League",5,1996,1995
1995-12-29,"Arsenal","1:3","1","3","Wimbledon FC","Premier League",4,1995,1995
1995-12-29,"Blackburn","2:1","2","1","Tottenham","Premier League",3,1995,1995
1995-12-29,"Bolton","1:2","1","2","Coventry","Premier League",3,1995,1995
1995-12-29,"Chelsea","2:2","2","2","Liverpool","Premier League",4,1995,1995
1995-12-29,"Everton","2:0","2","0","Leeds","Premier League",2,1995,1995
1995-12-29,"Man Utd","2:1","2","1","QPR","Premier League",3,1995,1995
1995-12-29,"Nottm Forest","1:0","1","0","Middlesbrough","Premier League",1,1995,1995
1996-01-30,"Southampton","1:1","1","1","Man City","Premier League",2,1996,1995
1996-02-20,"West Ham","2:0","2","0","Newcastle","Premier League",2,1996,1995
1996-03-05,"Aston Villa","3:2","3","2","Sheff Wed","Premier League",5,1996,1995
1995-12-31,"Coventry","1:1","1","1","Southampton","Premier League",2,1995,1995
1995-12-31,"Leeds","0:0","0","0","Blackburn","Premier League",0,1995,1995
1995-12-31,"Liverpool","4:2","4","2","Nottm Forest","Premier League",6,1995,1995
1995-12-31,"Man City","2:1","2","1","West Ham","Premier League",3,1995,1995
1995-12-31,"Middlesbrough","0:2","0","2","Aston Villa","Premier League",2,1995,1995
1995-12-31,"Sheff Wed","4:2","4","2","Bolton","Premier League",6,1995,1995
1995-12-31,"Tottenham","4:1","4","1","Man Utd","Premier League",5,1995,1995
1995-12-31,"Wimbledon FC","2:3","2","3","Everton","Premier League",5,1995,1995
1996-01-01,"Newcastle","2:0","2","0","Arsenal","Premier League",2,1996,1995
1996-01-01,"QPR","1:2","1","2","Chelsea","Premier League",3,1996,1995
1996-01-12,"Middlesbrough","2:3","2","3","Arsenal","Premier League",5,1996,1995
1996-01-12,"Man Utd","0:0","0","0","Aston Villa","Premier League",0,1996,1995
1996-01-12,"QPR","0:1","0","1","Blackburn","Premier League",1,1996,1995
1996-01-12,"Everton","1:1","1","1","Chelsea","Premier League",2,1996,1995
1996-01-12,"Sheff Wed","1:1","1","1","Liverpool","Premier League",2,1996,1995
1996-01-12,"Tottenham","1:0","1","0","Man City","Premier League",1,1996,1995
