"Date","HomeTeam","Result","HomeGoals","AwayGoals","AwayTeam","League","Goals_Number","Year","Yearbis"
2017-02-11,"Werder Bremen","0:1","0","1","Bor. M'gladbach","Bundesliga",1,2017,2016
2017-02-11,"Darmstadt 98","2:1","2","1","Bor. Dortmund","Bundesliga",3,2017,2016
2017-02-11,"RB Leipzig","0:3","0","3","Hamburger SV","Bundesliga",3,2017,2016
2017-02-11,"FC Schalke 04","2:0","2","0","Hertha BSC","Bundesliga",2,2017,2016
2017-02-12,"VfL Wolfsburg","2:1","2","1","TSG Hoffenheim","Bundesliga",3,2017,2016
2017-02-12,"SC Freiburg","2:1","2","1","1.FC Köln","Bundesliga",3,2017,2016
2017-02-17,"FC Augsburg","1:3","1","3","B. Leverkusen","Bundesliga",4,2017,2016
2017-02-18,"Bor. Dortmund","3:0","3","0","VfL Wolfsburg","Bundesliga",3,2017,2016
2017-02-18,"FSV Mainz 05","0:2","0","2","Werder Bremen","Bundesliga",2,2017,2016
2017-02-18,"Hertha BSC","1:1","1","1","Bayern Munich","Bundesliga",2,2017,2016
2017-02-18,"TSG Hoffenheim","2:0","2","0","Darmstadt","Bundesliga",2,2017,2016
2017-02-18,"E. Frankfurt","0:2","0","2","FC Ingolstadt","Bundesliga",2,2017,2016
2017-02-18,"Hamburger SV","2:2","2","2","SC Freiburg","Bundesliga",4,2017,2016
2017-02-19,"Bor. M'gladbach","1:2","1","2","RB Leipzig","Bundesliga",3,2017,2016
2017-02-19,"FC Köln","1:1","1","1","FC Schalke","Bundesliga",2,2017,2016
2017-02-24,"VfL Wolfsburg","1:2","1","2","Werder Bremen","Bundesliga",3,2017,2016
2017-02-25,"Bayern Munich","8:0","8","0","Hamburger SV","Bundesliga",8,2017,2016
2017-02-25,"B. Leverkusen","0:2","0","2","1.FSV Mainz","Bundesliga",2,2017,2016
2017-02-25,"Darmstadt 98","1:2","1","2","FC Augsburg","Bundesliga",3,2017,2016
2017-02-25,"SC Freiburg","0:3","0","3","Bor. Dortmund","Bundesliga",3,2017,2016
2017-02-25,"RB Leipzig","3:1","3","1","1.FC Köln","Bundesliga",4,2017,2016
2017-02-25,"Hertha BSC","2:0","2","0","E. Frankfurt","Bundesliga",2,2017,2016
2017-02-26,"FC Ingolstadt","0:2","0","2","Bor. M'gladbach","Bundesliga",2,2017,2016
2017-02-26,"FC Schalke 04","1:1","1","1","TSG Hoffenheim","Bundesliga",2,2017,2016
2017-03-03,"FC Augsburg","2:2","2","2","RB Leipzig","Bundesliga",4,2017,2016
2017-03-04,"Bor. Dortmund","6:2","6","2","B. Leverkusen","Bundesliga",8,2017,2016
2017-03-04,"FSV Mainz 05","1:1","1","1","VfL Wolfsburg","Bundesliga",2,2017,2016
2017-03-04,"FC Köln","0:3","0","3","Bayern Munich","Bundesliga",3,2017,2016
2017-03-04,"Werder Bremen","2:0","2","0","Darmstadt","Bundesliga",2,2017,2016
2017-03-04,"TSG Hoffenheim","5:2","5","2","FC Ingolstadt","Bundesliga",7,2017,2016
2017-03-04,"Bor. M'gladbach","4:2","4","2","FC Schalke","Bundesliga",6,2017,2016
2017-03-05,"E. Frankfurt","1:2","1","2","SC Freiburg","Bundesliga",3,2017,2016
2017-03-05,"Hamburger SV","1:0","1","0","Hertha BSC","Bundesliga",1,2017,2016
2017-03-10,"B. Leverkusen","1:1","1","1","Werder Bremen","Bundesliga",2,2017,2016
2017-03-11,"Bayern Munich","3:0","3","0","E. Frankfurt","Bundesliga",3,2017,2016
2017-03-11,"Hertha BSC","2:1","2","1","Bor. Dortmund","Bundesliga",3,2017,2016
2017-03-11,"Darmstadt 98","2:1","2","1","1.FSV Mainz","Bundesliga",3,2017,2016
2017-03-11,"SC Freiburg","1:1","1","1","TSG Hoffenheim","Bundesliga",2,2017,2016
2017-03-11,"RB Leipzig","0:1","0","1","VfL Wolfsburg","Bundesliga",1,2017,2016
2017-03-11,"FC Ingolstadt","2:2","2","2","1.FC Köln","Bundesliga",4,2017,2016
2017-03-12,"FC Schalke 04","3:0","3","0","FC Augsburg","Bundesliga",3,2017,2016
2017-03-12,"Hamburger SV","2:1","2","1","Bor. M'gladbach","Bundesliga",3,2017,2016
2017-03-17,"Bor. Dortmund","1:0","1","0","FC Ingolstadt","Bundesliga",1,2017,2016
2017-03-18,"VfL Wolfsburg","1:0","1","0","Darmstadt","Bundesliga",1,2017,2016
2017-03-18,"FC Köln","4:2","4","2","Hertha BSC","Bundesliga",6,2017,2016
2017-03-18,"FC Augsburg","1:1","1","1","SC Freiburg","Bundesliga",2,2017,2016
2017-03-18,"TSG Hoffenheim","1:0","1","0","B. Leverkusen","Bundesliga",1,2017,2016
2017-03-18,"Werder Bremen","3:0","3","0","RB Leipzig","Bundesliga",3,2017,2016
2017-03-18,"E. Frankfurt","0:0","0","0","Hamburger SV","Bundesliga",0,2017,2016
2017-03-19,"FSV Mainz 05","0:1","0","1","FC Schalke","Bundesliga",1,2017,2016
2017-03-19,"Bor. M'gladbach","0:1","0","1","Bayern Munich","Bundesliga",1,2017,2016
2017-03-31,"Hertha BSC","1:3","1","3","TSG Hoffenheim","Bundesliga",4,2017,2016
2017-04-01,"Bayern Munich","6:0","6","0","FC Augsburg","Bundesliga",6,2017,2016
2017-04-01,"FC Schalke 04","1:1","1","1","Bor. Dortmund","Bundesliga",2,2017,2016
2017-04-01,"Hamburger SV","2:1","2","1","1.FC Köln","Bundesliga",3,2017,2016
2017-04-01,"SC Freiburg","2:5","2","5","Werder Bremen","Bundesliga",7,2017,2016
2017-04-01,"RB Leipzig","4:0","4","0","Darmstadt","Bundesliga",4,2017,2016
2017-04-01,"E. Frankfurt","0:0","0","0","Bor. M'gladbach","Bundesliga",0,2017,2016
2017-04-02,"FC Ingolstadt","2:1","2","1","1.FSV Mainz","Bundesliga",3,2017,2016
2017-04-02,"B. Leverkusen","3:3","3","3","VfL Wolfsburg","Bundesliga",6,2017,2016
2017-04-04,"Bor. Dortmund","3:0","3","0","Hamburger SV","Bundesliga",3,2017,2016
2017-04-04,"FC Köln","1:0","1","0","E. Frankfurt","Bundesliga",1,2017,2016
2017-04-04,"TSG Hoffenheim","1:0","1","0","Bayern Munich","Bundesliga",1,2017,2016
2017-04-04,"Werder Bremen","3:0","3","0","FC Schalke","Bundesliga",3,2017,2016
2017-04-05,"Bor. M'gladbach","1:0","1","0","Hertha BSC","Bundesliga",1,2017,2016
2017-04-05,"FSV Mainz 05","2:3","2","3","RB Leipzig","Bundesliga",5,2017,2016
2017-04-05,"VfL Wolfsburg","0:1","0","1","SC Freiburg","Bundesliga",1,2017,2016
2017-04-05,"FC Augsburg","2:3","2","3","FC Ingolstadt","Bundesliga",5,2017,2016
2017-04-05,"Darmstadt 98","0:2","0","2","B. Leverkusen","Bundesliga",2,2017,2016
2017-04-07,"E. Frankfurt","2:2","2","2","Werder Bremen","Bundesliga",4,2017,2016
2017-04-08,"FC Schalke 04","4:1","4","1","VfL Wolfsburg","Bundesliga",5,2017,2016
2017-04-08,"FC Köln","2:3","2","3","Bor. M'gladbach","Bundesliga",5,2017,2016
2017-04-08,"Hamburger SV","2:1","2","1","TSG Hoffenheim","Bundesliga",3,2017,2016
2017-04-08,"SC Freiburg","1:0","1","0","1.FSV Mainz","Bundesliga",1,2017,2016
2017-04-08,"RB Leipzig","1:0","1","0","B. Leverkusen","Bundesliga",1,2017,2016
2017-04-08,"Bayern Munich","4:1","4","1","Bor. Dortmund","Bundesliga",5,2017,2016
2017-04-09,"Hertha BSC","2:0","2","0","FC Augsburg","Bundesliga",2,2017,2016
2017-04-09,"FC Ingolstadt","3:2","3","2","Darmstadt","Bundesliga",5,2017,2016
2017-04-15,"Bor. Dortmund","3:1","3","1","E. Frankfurt","Bundesliga",4,2017,2016
2017-04-15,"FSV Mainz 05","1:0","1","0","Hertha BSC","Bundesliga",1,2017,2016
2017-04-15,"VfL Wolfsburg","3:0","3","0","FC Ingolstadt","Bundesliga",3,2017,2016
2017-04-15,"FC Augsburg","2:1","2","1","1.FC Köln","Bundesliga",3,2017,2016
2017-04-15,"TSG Hoffenheim","5:3","5","3","Bor. M'gladbach","Bundesliga",8,2017,2016
2017-04-15,"RB Leipzig","4:0","4","0","SC Freiburg","Bundesliga",4,2017,2016
2017-04-15,"B. Leverkusen","0:0","0","0","Bayern Munich","Bundesliga",0,2017,2016
2017-04-16,"Werder Bremen","2:1","2","1","Hamburger SV","Bundesliga",3,2017,2016
2017-04-16,"Darmstadt 98","2:1","2","1","FC Schalke","Bundesliga",3,2017,2016
2017-04-21,"FC Köln","1:1","1","1","TSG Hoffenheim","Bundesliga",2,2017,2016
2017-04-22,"Bayern Munich","2:2","2","2","1.FSV Mainz","Bundesliga",4,2017,2016
2017-04-22,"Hertha BSC","1:0","1","0","VfL Wolfsburg","Bundesliga",1,2017,2016
2017-04-22,"Hamburger SV","1:2","1","2","Darmstadt","Bundesliga",3,2017,2016
2017-04-22,"FC Ingolstadt","2:4","2","4","Werder Bremen","Bundesliga",6,2017,2016
2017-04-22,"E. Frankfurt","3:1","3","1","FC Augsburg","Bundesliga",4,2017,2016
2017-04-22,"Bor. M'gladbach","2:3","2","3","Bor. Dortmund","Bundesliga",5,2017,2016
2017-04-23,"SC Freiburg","2:1","2","1","B. Leverkusen","Bundesliga",3,2017,2016
2017-04-23,"FC Schalke 04","1:1","1","1","RB Leipzig","Bundesliga",2,2017,2016
2017-04-28,"B. Leverkusen","1:4","1","4","FC Schalke","Bundesliga",5,2017,2016
2017-04-29,"Bor. Dortmund","0:0","0","0","1.FC Köln","Bundesliga",0,2017,2016
2017-04-29,"FSV Mainz 05","1:2","1","2","Bor. M'gladbach","Bundesliga",3,2017,2016
2017-04-29,"Werder Bremen","2:0","2","0","Hertha BSC","Bundesliga",2,2017,2016
2017-04-29,"Darmstadt 98","3:0","3","0","SC Freiburg","Bundesliga",3,2017,2016
2017-04-29,"RB Leipzig","0:0","0","0","FC Ingolstadt","Bundesliga",0,2017,2016
2017-04-29,"VfL Wolfsburg","0:6","0","6","Bayern Munich","Bundesliga",6,2017,2016
2017-04-30,"FC Augsburg","4:0","4","0","Hamburger SV","Bundesliga",4,2017,2016
2017-04-30,"TSG Hoffenheim","1:0","1","0","E. Frankfurt","Bundesliga",1,2017,2016
2017-05-05,"FC Köln","4:3","4","3","Werder Bremen","Bundesliga",7,2017,2016
2017-05-06,"Bayern Munich","1:0","1","0","Darmstadt","Bundesliga",1,2017,2016
2017-05-06,"Bor. Dortmund","2:1","2","1","TSG Hoffenheim","Bundesliga",3,2017,2016
2017-05-06,"Bor. M'gladbach","1:1","1","1","FC Augsburg","Bundesliga",2,2017,2016
2017-05-06,"FC Ingolstadt","1:1","1","1","B. Leverkusen","Bundesliga",2,2017,2016
2017-05-06,"E. Frankfurt","0:2","0","2","VfL Wolfsburg","Bundesliga",2,2017,2016
2017-05-06,"Hertha BSC","1:4","1","4","RB Leipzig","Bundesliga",5,2017,2016
2017-05-07,"Hamburger SV","0:0","0","0","1.FSV Mainz","Bundesliga",0,2017,2016
2017-05-07,"SC Freiburg","2:0","2","0","FC Schalke","Bundesliga",2,2017,2016
2017-05-13,"B. Leverkusen","2:2","2","2","1.FC Köln","Bundesliga",4,2017,2016
2017-05-13,"FC Schalke 04","1:1","1","1","Hamburger SV","Bundesliga",2,2017,2016
2017-05-13,"FSV Mainz 05","4:2","4","2","E. Frankfurt","Bundesliga",6,2017,2016
2017-05-13,"VfL Wolfsburg","1:1","1","1","Bor. M'gladbach","Bundesliga",2,2017,2016
2017-05-13,"FC Augsburg","1:1","1","1","Bor. Dortmund","Bundesliga",2,2017,2016
2017-05-13,"Werder Bremen","3:5","3","5","TSG Hoffenheim","Bundesliga",8,2017,2016
2017-05-13,"Darmstadt 98","0:2","0","2","Hertha BSC","Bundesliga",2,2017,2016
2017-05-13,"SC Freiburg","1:1","1","1","FC Ingolstadt","Bundesliga",2,2017,2016
2017-05-13,"RB Leipzig","4:5","4","5","Bayern Munich","Bundesliga",9,2017,2016
2017-05-20,"Bayern Munich","4:1","4","1","SC Freiburg","Bundesliga",5,2017,2016
2017-05-20,"Bor. Dortmund","4:3","4","3","Werder Bremen","Bundesliga",7,2017,2016
2017-05-20,"Bor. M'gladbach","2:2","2","2","Darmstadt","Bundesliga",4,2017,2016
2017-05-20,"Hertha BSC","2:6","2","6","B. Leverkusen","Bundesliga",8,2017,2016
2017-05-20,"FC Köln","2:0","2","0","1.FSV Mainz","Bundesliga",2,2017,2016
2017-05-20,"Hamburger SV","2:1","2","1","VfL Wolfsburg","Bundesliga",3,2017,2016
2017-05-20,"FC Ingolstadt","1:1","1","1","FC Schalke","Bundesliga",2,2017,2016
2017-05-20,"TSG Hoffenheim","0:0","0","0","FC Augsburg","Bundesliga",0,2017,2016
2017-05-20,"E. Frankfurt","2:2","2","2","RB Leipzig","Bundesliga",4,2017,2016
2016-08-19,"Málaga CF","1:1","1","1","CA Osasuna","Liga",2,2016,2016
2016-08-19,"Dep. La Coruña","2:1","2","1","SD Eibar","Liga",3,2016,2016
2016-08-20,"Barcelona","6:2","6","2","Real Betis","Liga",8,2016,2016
2016-08-20,"Granada CF","1:1","1","1","Villarreal","Liga",2,2016,2016
2016-08-20,"Sevilla FC","6:4","6","4","Espanyol","Liga",10,2016,2016
2016-08-21,"Sporting Gijón","2:1","2","1","Athletic","Liga",3,2016,2016
2016-08-21,"Real Sociedad","0:3","0","3","Real Madrid","Liga",3,2016,2016
2016-08-21,"Atlético Madrid","1:1","1","1","Alavés","Liga",2,2016,2016
2016-08-22,"Celta de Vigo","0:1","0","1","CD Leganés","Liga",1,2016,2016
2016-08-22,"Valencia","2:4","2","4","UD Las Palmas","Liga",6,2016,2016
2016-08-26,"Real Betis","0:0","0","0","Dep. La Coruña","Liga",0,2016,2016
2016-08-26,"Espanyol","2:2","2","2","Málaga CF","Liga",4,2016,2016
2016-08-27,"SD Eibar","1:0","1","0","Valencia","Liga",1,2016,2016
2016-08-27,"CA Osasuna","0:2","0","2","Real Sociedad","Liga",2,2016,2016
2016-08-27,"Real Madrid","2:1","2","1","Celta de Vigo","Liga",3,2016,2016
2016-08-27,"CD Leganés","0:0","0","0","Atlético Madrid","Liga",0,2016,2016
2016-08-28,"UD Las Palmas","5:1","5","1","Granada CF","Liga",6,2016,2016
2016-08-28,"Alavés","0:0","0","0","Sporting Gijón","Liga",0,2016,2016
2016-08-28,"Athletic","0:1","0","1","Barcelona","Liga",1,2016,2016
2016-08-28,"Villarreal","0:0","0","0","Sevilla FC","Liga",0,2016,2016
2016-09-09,"Real Sociedad","1:1","1","1","Espanyol","Liga",2,2016,2016
2016-09-10,"Celta de Vigo","0:4","0","4","Atlético Madrid","Liga",4,2016,2016
2016-09-10,"Real Madrid","5:2","5","2","CA Osasuna","Liga",7,2016,2016
2016-09-10,"Málaga CF","0:2","0","2","Villarreal","Liga",2,2016,2016
2016-09-10,"Sevilla FC","2:1","2","1","UD Las Palmas","Liga",3,2016,2016
2016-09-10,"Barcelona","1:2","1","2","Alavés","Liga",3,2016,2016
2016-09-11,"Sporting Gijón","2:1","2","1","CD Leganés","Liga",3,2016,2016
2016-09-11,"Valencia","2:3","2","3","Real Betis","Liga",5,2016,2016
2016-09-11,"Granada CF","1:2","1","2","SD Eibar","Liga",3,2016,2016
2016-09-11,"Dep. La Coruña","0:1","0","1","Athletic","Liga",1,2016,2016
2016-09-16,"Real Betis","2:2","2","2","Granada CF","Liga",4,2016,2016
2016-09-17,"CD Leganés","1:5","1","5","Barcelona","Liga",6,2016,2016
2016-09-17,"Atlético Madrid","5:0","5","0","Sporting Gijón","Liga",5,2016,2016
2016-09-17,"SD Eibar","1:1","1","1","Sevilla FC","Liga",2,2016,2016
2016-09-17,"UD Las Palmas","1:0","1","0","Málaga CF","Liga",1,2016,2016
2016-09-18,"CA Osasuna","0:0","0","0","Celta de Vigo","Liga",0,2016,2016
2016-09-18,"Athletic","2:1","2","1","Valencia","Liga",3,2016,2016
2016-09-18,"Villarreal","2:1","2","1","Real Sociedad","Liga",3,2016,2016
2016-09-18,"Espanyol","0:2","0","2","Real Madrid","Liga",2,2016,2016
2016-09-19,"Alavés","0:0","0","0","Dep. La Coruña","Liga",0,2016,2016
2016-09-20,"Málaga CF","2:1","2","1","SD Eibar","Liga",3,2016,2016
2016-09-20,"Sevilla FC","1:0","1","0","Real Betis","Liga",1,2016,2016
2016-09-21,"Real Madrid","1:1","1","1","Villarreal","Liga",2,2016,2016
2016-09-21,"Celta de Vigo","2:1","2","1","Sporting Gijón","Liga",3,2016,2016
2016-09-21,"Real Sociedad","4:1","4","1","UD Las Palmas","Liga",5,2016,2016
2016-09-21,"Granada CF","1:2","1","2","Athletic","Liga",3,2016,2016
2016-09-21,"Barcelona","1:1","1","1","Atlético Madrid","Liga",2,2016,2016
2016-09-22,"CA Osasuna","1:2","1","2","Espanyol","Liga",3,2016,2016
2016-09-22,"Dep. La Coruña","1:2","1","2","CD Leganés","Liga",3,2016,2016
2016-09-22,"Valencia","2:1","2","1","Alavés","Liga",3,2016,2016
2016-09-23,"Real Betis","1:0","1","0","Málaga CF","Liga",1,2016,2016
2016-09-24,"SD Eibar","2:0","2","0","Real Sociedad","Liga",2,2016,2016
2016-09-24,"Sporting Gijón","0:5","0","5","Barcelona","Liga",5,2016,2016
2016-09-24,"Athletic","3:1","3","1","Sevilla FC","Liga",4,2016,2016
2016-09-24,"UD Las Palmas","2:2","2","2","Real Madrid","Liga",4,2016,2016
2016-09-25,"CD Leganés","1:2","1","2","Valencia","Liga",3,2016,2016
2016-09-25,"Atlético Madrid","1:0","1","0","Dep. La Coruña","Liga",1,2016,2016
2016-09-25,"Villarreal","3:1","3","1","CA Osasuna","Liga",4,2016,2016
2016-09-25,"Espanyol","0:2","0","2","Celta de Vigo","Liga",2,2016,2016
2016-09-26,"Alavés","3:1","3","1","Granada CF","Liga",4,2016,2016
2016-09-30,"Real Sociedad","1:0","1","0","Real Betis","Liga",1,2016,2016
2016-10-01,"Granada CF","0:1","0","1","CD Leganés","Liga",1,2016,2016
2016-10-01,"Sevilla FC","2:1","2","1","Alavés","Liga",3,2016,2016
2016-10-01,"CA Osasuna","2:2","2","2","UD Las Palmas","Liga",4,2016,2016
2016-10-01,"Dep. La Coruña","2:1","2","1","Sporting Gijón","Liga",3,2016,2016
2016-10-02,"Valencia","0:2","0","2","Atlético Madrid","Liga",2,2016,2016
2016-10-02,"Real Madrid","1:1","1","1","SD Eibar","Liga",2,2016,2016
2016-10-02,"Espanyol","0:0","0","0","Villarreal","Liga",0,2016,2016
2016-10-02,"Málaga CF","2:1","2","1","Athletic","Liga",3,2016,2016
2016-10-02,"Celta de Vigo","4:3","4","3","Barcelona","Liga",7,2016,2016
2016-10-14,"UD Las Palmas","0:0","0","0","Espanyol","Liga",0,2016,2016
2016-10-15,"CD Leganés","2:3","2","3","Sevilla FC","Liga",5,2016,2016
2016-10-15,"Barcelona","4:0","4","0","Dep. La Coruña","Liga",4,2016,2016
2016-10-15,"Atlético Madrid","7:1","7","1","Granada CF","Liga",8,2016,2016
2016-10-15,"Real Betis","1:6","1","6","Real Madrid","Liga",7,2016,2016
2016-10-16,"Alavés","1:1","1","1","Málaga CF","Liga",2,2016,2016
2016-10-16,"Athletic","3:2","3","2","Real Sociedad","Liga",5,2016,2016
2016-10-16,"Sporting Gijón","1:2","1","2","Valencia","Liga",3,2016,2016
2016-10-16,"Villarreal","5:0","5","0","Celta de Vigo","Liga",5,2016,2016
2016-10-17,"SD Eibar","2:3","2","3","CA Osasuna","Liga",5,2016,2016
2016-10-21,"CA Osasuna","1:2","1","2","Real Betis","Liga",3,2016,2016
2016-10-22,"Espanyol","3:3","3","3","SD Eibar","Liga",6,2016,2016
2016-10-22,"Valencia","2:3","2","3","Barcelona","Liga",5,2016,2016
2016-10-22,"Real Sociedad","3:0","3","0","Alavés","Liga",3,2016,2016
2016-10-22,"Granada CF","0:0","0","0","Sporting Gijón","Liga",0,2016,2016
2016-10-23,"Celta de Vigo","4:1","4","1","Dep. La Coruña","Liga",5,2016,2016
2016-10-23,"Sevilla FC","1:0","1","0","Atlético Madrid","Liga",1,2016,2016
2016-10-23,"Villarreal","2:1","2","1","UD Las Palmas","Liga",3,2016,2016
2016-10-23,"Málaga CF","4:0","4","0","CD Leganés","Liga",4,2016,2016
2016-10-23,"Real Madrid","2:1","2","1","Athletic","Liga",3,2016,2016
2016-10-28,"CD Leganés","0:2","0","2","Real Sociedad","Liga",2,2016,2016
2016-10-29,"Sporting Gijón","1:1","1","1","Sevilla FC","Liga",2,2016,2016
2016-10-29,"Alavés","1:4","1","4","Real Madrid","Liga",5,2016,2016
2016-10-29,"Atlético Madrid","4:2","4","2","Málaga CF","Liga",6,2016,2016
2016-10-29,"Barcelona","1:0","1","0","Granada CF","Liga",1,2016,2016
2016-10-30,"SD Eibar","2:1","2","1","Villarreal","Liga",3,2016,2016
2016-10-30,"Athletic","1:1","1","1","CA Osasuna","Liga",2,2016,2016
2016-10-30,"Real Betis","0:1","0","1","Espanyol","Liga",1,2016,2016
2016-10-30,"UD Las Palmas","3:3","3","3","Celta de Vigo","Liga",6,2016,2016
2016-10-31,"Dep. La Coruña","1:1","1","1","Valencia","Liga",2,2016,2016
2016-11-04,"Málaga CF","3:2","3","2","Sporting Gijón","Liga",5,2016,2016
2016-11-05,"Granada CF","1:1","1","1","Dep. La Coruña","Liga",2,2016,2016
2016-11-05,"Real Sociedad","2:0","2","0","Atlético Madrid","Liga",2,2016,2016
2016-11-05,"CA Osasuna","0:1","0","1","Alavés","Liga",1,2016,2016
2016-11-05,"UD Las Palmas","1:0","1","0","SD Eibar","Liga",1,2016,2016
2016-11-06,"Real Madrid","3:0","3","0","CD Leganés","Liga",3,2016,2016
2016-11-06,"Espanyol","0:0","0","0","Athletic","Liga",0,2016,2016
2016-11-06,"Celta de Vigo","2:1","2","1","Valencia","Liga",3,2016,2016
2016-11-06,"Villarreal","2:0","2","0","Real Betis","Liga",2,2016,2016
2016-11-06,"Sevilla FC","1:2","1","2","Barcelona","Liga",3,2016,2016
2016-11-18,"Real Betis","2:0","2","0","UD Las Palmas","Liga",2,2016,2016
2016-11-19,"Dep. La Coruña","2:3","2","3","Sevilla FC","Liga",5,2016,2016
2016-11-19,"Barcelona","0:0","0","0","Málaga CF","Liga",0,2016,2016
2016-11-19,"SD Eibar","1:0","1","0","Celta de Vigo","Liga",1,2016,2016
2016-11-19,"Atlético Madrid","0:3","0","3","Real Madrid","Liga",3,2016,2016
2016-11-20,"Alavés","0:1","0","1","Espanyol","Liga",1,2016,2016
2016-11-20,"Valencia","1:1","1","1","Granada CF","Liga",2,2016,2016
2016-11-20,"Sporting Gijón","1:3","1","3","Real Sociedad","Liga",4,2016,2016
2016-11-20,"Athletic","1:0","1","0","Villarreal","Liga",1,2016,2016
2016-11-21,"CD Leganés","2:0","2","0","CA Osasuna","Liga",2,2016,2016
2016-11-25,"SD Eibar","3:1","3","1","Real Betis","Liga",4,2016,2016
2016-11-26,"Málaga CF","4:3","4","3","Dep. La Coruña","Liga",7,2016,2016
2016-11-26,"Real Madrid","2:1","2","1","Sporting Gijón","Liga",3,2016,2016
2016-11-26,"Espanyol","3:0","3","0","CD Leganés","Liga",3,2016,2016
2016-11-26,"Sevilla FC","2:1","2","1","Valencia","Liga",3,2016,2016
2016-11-27,"Villarreal","0:2","0","2","Alavés","Liga",2,2016,2016
2016-11-27,"CA Osasuna","0:3","0","3","Atlético Madrid","Liga",3,2016,2016
2016-11-27,"Celta de Vigo","3:1","3","1","Granada CF","Liga",4,2016,2016
2016-11-27,"Real Sociedad","1:1","1","1","Barcelona","Liga",2,2016,2016
2016-11-28,"UD Las Palmas","3:1","3","1","Athletic","Liga",4,2016,2016
2016-12-03,"Granada CF","2:1","2","1","Sevilla FC","Liga",3,2016,2016
2016-12-03,"Barcelona","1:1","1","1","Real Madrid","Liga",2,2016,2016
2016-12-03,"CD Leganés","0:0","0","0","Villarreal","Liga",0,2016,2016
2016-12-03,"Atlético Madrid","0:0","0","0","Espanyol","Liga",0,2016,2016
2016-12-04,"Real Betis","3:3","3","3","Celta de Vigo","Liga",6,2016,2016
2016-12-04,"Athletic","3:1","3","1","SD Eibar","Liga",4,2016,2016
2016-12-04,"Alavés","1:1","1","1","UD Las Palmas","Liga",2,2016,2016
2016-12-04,"Sporting Gijón","3:1","3","1","CA Osasuna","Liga",4,2016,2016
2016-12-04,"Valencia","2:2","2","2","Málaga CF","Liga",4,2016,2016
2016-12-05,"Dep. La Coruña","5:1","5","1","Real Sociedad","Liga",6,2016,2016
2016-12-09,"Málaga CF","1:1","1","1","Granada CF","Liga",2,2016,2016
2016-12-10,"CA Osasuna","0:3","0","3","Barcelona","Liga",3,2016,2016
2016-12-10,"Real Sociedad","3:2","3","2","Valencia","Liga",5,2016,2016
2016-12-10,"UD Las Palmas","1:1","1","1","CD Leganés","Liga",2,2016,2016
2016-12-10,"Real Madrid","3:2","3","2","Dep. La Coruña","Liga",5,2016,2016
2016-12-11,"SD Eibar","0:0","0","0","Alavés","Liga",0,2016,2016
2016-12-11,"Celta de Vigo","0:3","0","3","Sevilla FC","Liga",3,2016,2016
2016-12-11,"Espanyol","2:1","2","1","Sporting Gijón","Liga",3,2016,2016
2016-12-11,"Real Betis","1:0","1","0","Athletic","Liga",1,2016,2016
2016-12-12,"Villarreal","3:0","3","0","Atlético Madrid","Liga",3,2016,2016
2016-12-16,"Alavés","1:0","1","0","Real Betis","Liga",1,2016,2016
2016-12-17,"Sporting Gijón","1:3","1","3","Villarreal","Liga",4,2016,2016
2016-12-17,"Atlético Madrid","1:0","1","0","UD Las Palmas","Liga",1,2016,2016
2016-12-17,"Granada CF","0:2","0","2","Real Sociedad","Liga",2,2016,2016
2016-12-17,"Sevilla FC","4:1","4","1","Málaga CF","Liga",5,2016,2016
2016-12-18,"CD Leganés","1:1","1","1","SD Eibar","Liga",2,2016,2016
2016-12-18,"Dep. La Coruña","2:0","2","0","CA Osasuna","Liga",2,2016,2016
2016-12-18,"Barcelona","4:1","4","1","Espanyol","Liga",5,2016,2016
2016-12-19,"Athletic","2:1","2","1","Celta de Vigo","Liga",3,2016,2016
2017-02-22,"Valencia","2:1","2","1","Real Madrid","Liga",3,2017,2016
