"Team","System_Team","Match_Number","Home_Away","Three_Or_Five_Def","Two_Strikers","Classification","Age","Mean_Value","Rank","Points","League","Rank_bis","Points_bis"
"US Cremonese","3-4-1-2",814,"Away","Yes","Yes","3_5d_2s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"Bologna FC 1909","3-5-2",815,"Home","Yes","Yes","3_5d_2s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"ACF Fiorentina","4-3-3",815,"Away","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"US Lecce","4-3-3",816,"Home","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"AC Monza","3-5-2",816,"Away","Yes","Yes","3_5d_2s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"US Sassuolo","4-3-3",817,"Home","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"Udinese Calcio","3-5-2",817,"Away","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"SS Lazio","4-3-3",818,"Home","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"Hellas Verona","3-4-1-2",818,"Away","Yes","Yes","3_5d_2s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"Juventus FC","4-3-3",819,"Home","No","No","4d_1s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"US Salernitana 1919","3-5-2",819,"Away","Yes","Yes","3_5d_2s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"FC Empoli","4-3-1-2",820,"Home","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"AS Roma","3-4-2-1",820,"Away","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"US Salernitana 1919","3-5-2",821,"Home","Yes","Yes","3_5d_2s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"US Lecce","4-3-3",821,"Away","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"Bologna FC 1909","4-2-3-1",822,"Home","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"FC Empoli","4-3-1-2",822,"Away","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"Spezia Calcio","3-5-2",823,"Home","Yes","Yes","3_5d_2s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"UC Sampdoria","4-1-4-1",823,"Away","No","No","4d_1s",25.9,1.73,20,19,"Serie A",0,0.5
"Torino FC","3-4-1-2",824,"Home","Yes","Yes","3_5d_2s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"US Sassuolo","4-3-3",824,"Away","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"Udinese Calcio","3-5-2",825,"Home","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"Inter Milan","3-5-2",825,"Away","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"US Cremonese","3-4-1-2",826,"Home","Yes","Yes","3_5d_2s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"SS Lazio","4-3-3",826,"Away","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"ACF Fiorentina","4-3-3",827,"Home","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"Hellas Verona","3-4-2-1",827,"Away","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"AC Monza","3-4-2-1",828,"Home","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"Juventus FC","4-3-3",828,"Away","No","No","4d_1s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"AS Roma","3-4-2-1",829,"Home","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"Atalanta BC","3-4-2-1",829,"Away","Yes","No","3_5d_1s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"AC Milan","4-2-3-1",830,"Home","No","No","4d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"SSC Napoli","4-3-3",830,"Away","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"SSC Napoli","4-3-3",831,"Home","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"Torino FC","3-4-2-1",831,"Away","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"Inter Milan","3-5-2",832,"Home","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"AS Roma","3-4-2-1",832,"Away","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"FC Empoli","4-3-1-2",833,"Home","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"AC Milan","4-2-3-1",833,"Away","No","No","4d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"SS Lazio","4-3-3",834,"Home","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"Spezia Calcio","3-5-2",834,"Away","Yes","Yes","3_5d_2s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"US Lecce","4-3-3",835,"Home","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"US Cremonese","4-2-3-1",835,"Away","No","No","4d_1s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"UC Sampdoria","4-3-3",836,"Home","No","No","4d_1s",25.9,1.73,20,19,"Serie A",0,0.5
"AC Monza","3-4-2-1",836,"Away","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"US Sassuolo","4-3-3",837,"Home","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"US Salernitana 1919","3-5-2",837,"Away","Yes","Yes","3_5d_2s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"Atalanta BC","3-4-1-2",838,"Home","Yes","Yes","3_5d_2s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"ACF Fiorentina","4-3-3",838,"Away","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"Juventus FC","4-4-2",839,"Home","No","Yes","4d_2s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"Bologna FC 1909","4-2-3-1",839,"Away","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"Hellas Verona","3-4-2-1",840,"Home","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"Udinese Calcio","3-5-2",840,"Away","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"US Sassuolo","4-3-3",841,"Home","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"Inter Milan","3-5-2",841,"Away","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"AC Milan","4-2-3-1",842,"Home","No","No","4d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"Juventus FC","4-4-2",842,"Away","No","Yes","4d_2s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"Bologna FC 1909","4-2-3-1",843,"Home","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"UC Sampdoria","4-2-3-1",843,"Away","No","No","4d_1s",25.9,1.73,20,19,"Serie A",0,0.5
"Torino FC","3-4-2-1",844,"Home","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"FC Empoli","4-3-1-2",844,"Away","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"AC Monza","3-4-2-1",845,"Home","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"Spezia Calcio","3-5-2",845,"Away","Yes","Yes","3_5d_2s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"US Salernitana 1919","3-5-2",846,"Home","Yes","Yes","3_5d_2s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"Hellas Verona","3-4-2-1",846,"Away","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"Udinese Calcio","3-5-2",847,"Home","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"Atalanta BC","3-4-2-1",847,"Away","Yes","No","3_5d_1s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"US Cremonese","4-2-3-1",848,"Home","No","No","4d_1s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"SSC Napoli","4-3-3",848,"Away","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"AS Roma","3-4-2-1",849,"Home","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"US Lecce","4-3-3",849,"Away","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"ACF Fiorentina","4-3-3",850,"Home","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"SS Lazio","4-3-3",850,"Away","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"FC Empoli","4-3-1-2",851,"Home","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"AC Monza","3-4-2-1",851,"Away","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"Torino FC","3-4-3",852,"Home","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"Juventus FC","3-5-2",852,"Away","Yes","Yes","3_5d_2s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"Atalanta BC","3-4-1-2",853,"Home","Yes","Yes","3_5d_2s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"US Sassuolo","4-3-3",853,"Away","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"Inter Milan","3-5-2",854,"Home","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"US Salernitana 1919","3-5-2",854,"Away","Yes","Yes","3_5d_2s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"SS Lazio","4-3-3",855,"Home","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"Udinese Calcio","3-5-2",855,"Away","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"Spezia Calcio","4-3-3",856,"Home","No","No","4d_1s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"US Cremonese","4-2-3-1",856,"Away","No","No","4d_1s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"SSC Napoli","4-3-3",857,"Home","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"Bologna FC 1909","4-5-1",857,"Away","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"Hellas Verona","3-4-2-1",858,"Home","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"AC Milan","4-2-3-1",858,"Away","No","No","4d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"UC Sampdoria","4-4-2",859,"Home","No","Yes","4d_2s",25.9,1.73,20,19,"Serie A",0,0.5
"AS Roma","3-4-1-2",859,"Away","Yes","Yes","3_5d_2s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"US Lecce","4-3-3",860,"Home","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"ACF Fiorentina","4-3-3",860,"Away","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"Juventus FC","3-5-2",861,"Home","Yes","Yes","3_5d_2s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"FC Empoli","4-3-1-2",861,"Away","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"US Salernitana 1919","3-5-2",862,"Home","Yes","Yes","3_5d_2s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"Spezia Calcio","3-5-2",862,"Away","Yes","Yes","3_5d_2s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"AC Milan","4-2-3-1",863,"Home","No","No","4d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"AC Monza","3-4-2-1",863,"Away","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"ACF Fiorentina","4-3-3",864,"Home","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"Inter Milan","3-5-2",864,"Away","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"Udinese Calcio","3-5-2",865,"Home","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"Torino FC","3-4-2-1",865,"Away","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"Bologna FC 1909","4-1-4-1",866,"Home","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"US Lecce","4-3-3",866,"Away","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"Atalanta BC","3-5-2",867,"Home","Yes","Yes","3_5d_2s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"SS Lazio","4-3-3",867,"Away","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"AS Roma","3-4-2-1",868,"Home","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"SSC Napoli","4-3-3",868,"Away","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"US Cremonese","3-4-1-2",869,"Home","Yes","Yes","3_5d_2s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"UC Sampdoria","4-3-1-2",869,"Away","No","Yes","4d_2s",25.9,1.73,20,19,"Serie A",0,0.5
"US Sassuolo","4-3-3",870,"Home","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"Hellas Verona","3-4-1-2",870,"Away","Yes","Yes","3_5d_2s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"SSC Napoli","4-3-3",871,"Home","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"US Sassuolo","4-3-3",871,"Away","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"US Lecce","4-3-3",872,"Home","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"Juventus FC","4-4-1-1",872,"Away","No","No","4d_1s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"Inter Milan","3-5-2",873,"Home","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"UC Sampdoria","4-4-1-1",873,"Away","No","No","4d_1s",25.9,1.73,20,19,"Serie A",0,0.5
"FC Empoli","4-3-3",874,"Home","No","No","4d_1s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"Atalanta BC","3-5-2",874,"Away","Yes","Yes","3_5d_2s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"US Cremonese","3-4-1-2",875,"Home","Yes","Yes","3_5d_2s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"Udinese Calcio","3-5-2",875,"Away","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"Spezia Calcio","3-5-2",876,"Home","Yes","Yes","3_5d_2s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"ACF Fiorentina","4-3-3",876,"Away","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"SS Lazio","4-3-3",877,"Home","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"US Salernitana 1919","3-5-2",877,"Away","Yes","Yes","3_5d_2s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"Torino FC","3-4-2-1",878,"Home","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"AC Milan","4-2-3-1",878,"Away","No","No","4d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"Hellas Verona","3-4-2-1",879,"Home","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"AS Roma","3-4-2-1",879,"Away","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"AC Monza","3-4-2-1",880,"Home","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"Bologna FC 1909","4-1-4-1",880,"Away","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"Udinese Calcio","3-5-2",881,"Home","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"US Lecce","4-3-3",881,"Away","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"FC Empoli","4-3-1-2",882,"Home","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"US Sassuolo","4-3-3",882,"Away","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"US Salernitana 1919","3-5-2",883,"Home","Yes","Yes","3_5d_2s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"US Cremonese","3-4-1-2",883,"Away","Yes","Yes","3_5d_2s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"Atalanta BC","3-4-1-2",884,"Home","Yes","Yes","3_5d_2s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"SSC Napoli","4-3-3",884,"Away","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"AC Milan","4-2-3-1",885,"Home","No","No","4d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"Spezia Calcio","3-5-2",885,"Away","Yes","Yes","3_5d_2s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"Bologna FC 1909","4-3-3",886,"Home","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"Torino FC","3-4-2-1",886,"Away","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"UC Sampdoria","4-4-2",887,"Home","No","Yes","4d_2s",25.9,1.73,20,19,"Serie A",0,0.5
"ACF Fiorentina","4-3-3",887,"Away","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"AC Monza","3-4-2-1",888,"Home","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"Hellas Verona","3-5-2",888,"Away","Yes","Yes","3_5d_2s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"AS Roma","3-4-2-1",889,"Home","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"SS Lazio","4-3-3",889,"Away","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"Juventus FC","3-4-2-1",890,"Home","Yes","No","3_5d_1s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"Inter Milan","3-5-2",890,"Away","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"SSC Napoli","4-3-3",891,"Home","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"FC Empoli","4-3-2-1",891,"Away","No","No","4d_1s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"Spezia Calcio","3-5-2",892,"Home","Yes","Yes","3_5d_2s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"Udinese Calcio","3-5-2",892,"Away","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"US Cremonese","3-5-2",893,"Home","Yes","Yes","3_5d_2s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"AC Milan","3-4-1-2",893,"Away","Yes","Yes","3_5d_2s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"US Lecce","4-3-3",894,"Home","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"Atalanta BC","3-4-1-2",894,"Away","Yes","Yes","3_5d_2s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"US Sassuolo","4-3-3",895,"Home","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"AS Roma","3-4-2-1",895,"Away","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"ACF Fiorentina","4-2-3-1",896,"Home","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"US Salernitana 1919","3-5-2",896,"Away","Yes","Yes","3_5d_2s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"Inter Milan","3-5-2",897,"Home","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"Bologna FC 1909","4-2-3-1",897,"Away","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"Torino FC","3-4-3",898,"Home","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"UC Sampdoria","3-4-1-2",898,"Away","Yes","Yes","3_5d_2s",25.9,1.73,20,19,"Serie A",0,0.5
"Hellas Verona","3-4-2-1",899,"Home","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"Juventus FC","3-5-2",899,"Away","Yes","Yes","3_5d_2s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"SS Lazio","4-3-3",900,"Home","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"AC Monza","3-4-2-1",900,"Away","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"FC Empoli","4-3-1-2",901,"Home","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"US Cremonese","3-4-2-1",901,"Away","Yes","No","3_5d_1s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"SSC Napoli","4-3-3",902,"Home","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"Udinese Calcio","3-5-2",902,"Away","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"UC Sampdoria","3-4-1-2",903,"Home","Yes","Yes","3_5d_2s",25.9,1.73,20,19,"Serie A",0,0.5
"US Lecce","4-3-3",903,"Away","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"Bologna FC 1909","4-2-3-1",904,"Home","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"US Sassuolo","4-3-3",904,"Away","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"Atalanta BC","4-2-3-1",905,"Home","No","No","4d_1s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"Inter Milan","3-5-2",905,"Away","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"Hellas Verona","3-4-2-1",906,"Home","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"Spezia Calcio","3-5-2",906,"Away","Yes","Yes","3_5d_2s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"AC Monza","3-4-2-1",907,"Home","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"US Salernitana 1919","3-5-2",907,"Away","Yes","Yes","3_5d_2s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"AS Roma","3-4-2-1",908,"Home","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"Torino FC","3-4-2-1",908,"Away","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"AC Milan","4-2-3-1",909,"Home","No","No","4d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"ACF Fiorentina","4-2-3-1",909,"Away","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"Juventus FC","3-5-2",910,"Home","Yes","Yes","3_5d_2s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"SS Lazio","4-3-3",910,"Away","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"US Salernitana 1919","3-5-2",911,"Home","Yes","Yes","3_5d_2s",26.4,2.63,15,42,"Serie A",0.25,1.10526315789474
"AC Milan","4-2-3-1",911,"Away","No","No","4d_1s",25.8,15.14,4,70,"Serie A",0.8,1.84210526315789
"US Sassuolo","4-3-3",912,"Home","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"UC Sampdoria","3-4-1-2",912,"Away","Yes","Yes","3_5d_2s",25.9,1.73,20,19,"Serie A",0,0.5
"Spezia Calcio","3-5-2",913,"Home","Yes","Yes","3_5d_2s",24.4,2.41,17,31,"Serie A",0.15,0.815789473684211
"Atalanta BC","3-5-2",913,"Away","Yes","Yes","3_5d_2s",24.4,8.9,5,64,"Serie A",0.75,1.68421052631579
"Torino FC","3-4-2-1",914,"Home","Yes","No","3_5d_1s",23.8,5.19,10,53,"Serie A",0.5,1.39473684210526
"Hellas Verona","3-4-2-1",914,"Away","Yes","No","3_5d_1s",24.7,2.69,18,31,"Serie A",0.1,0.815789473684211
"US Lecce","4-3-3",915,"Home","No","No","4d_1s",24.6,2.7,16,36,"Serie A",0.2,0.947368421052632
"SS Lazio","4-3-3",915,"Away","No","No","4d_1s",25.9,8.07,2,74,"Serie A",0.9,1.94736842105263
"AS Roma","3-4-2-1",916,"Home","Yes","No","3_5d_1s",23.7,7.69,6,63,"Serie A",0.7,1.65789473684211
"Bologna FC 1909","4-2-3-1",916,"Away","No","No","4d_1s",24.9,4.04,9,54,"Serie A",0.55,1.42105263157895
"US Cremonese","3-4-1-2",917,"Home","Yes","Yes","3_5d_2s",25.6,1.99,19,27,"Serie A",0.05,0.710526315789474
"Juventus FC","3-5-2",917,"Away","Yes","Yes","3_5d_2s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"ACF Fiorentina","4-2-3-1",918,"Home","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"AC Monza","3-4-2-1",918,"Away","Yes","No","3_5d_1s",26.1,3.31,11,52,"Serie A",0.45,1.36842105263158
"Inter Milan","3-5-2",919,"Home","Yes","Yes","3_5d_2s",26.4,16.22,3,72,"Serie A",0.85,1.89473684210526
"SSC Napoli","4-3-3",919,"Away","No","No","4d_1s",26.2,21.1,1,90,"Serie A",0.95,2.36842105263158
"Udinese Calcio","3-5-2",920,"Home","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
"FC Empoli","4-3-1-2",920,"Away","No","Yes","4d_2s",24.3,2.85,14,43,"Serie A",0.3,1.13157894736842
"ACF Fiorentina","4-2-3-1",921,"Home","No","No","4d_1s",25.2,6.81,8,56,"Serie A",0.6,1.47368421052632
"US Sassuolo","4-3-3",921,"Away","No","No","4d_1s",25,6.63,13,45,"Serie A",0.35,1.18421052631579
"Juventus FC","3-5-2",922,"Home","Yes","Yes","3_5d_2s",25.4,12.08,7,62,"Serie A",0.65,1.63157894736842
"Udinese Calcio","3-5-2",922,"Away","Yes","Yes","3_5d_2s",24.9,4.97,12,46,"Serie A",0.4,1.21052631578947
